SUAS_IDENT	SECTOR	NOTE_TYPE	NOTE_NBR	REMARKS	CYCLE_DATE
MOA US 01477		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of MI, MIANG, Lansing. Sked Pt-MIANG, CO, 110th TASG, Battle Creek, DSN 580-3280.	200306
MOA US 01478		CONTROLLING AGENCY	1	Using Agcy-USA, CO, Fort A. P. Hill, Bowling Green. Sked Pt-CO, A. P. Hill OPS,DSN 934-8203/8333.	200113
MOA US 01480		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of IN, IN ANG, Indianapolis. Sked Pt-IN ANG,CO, 122nd TFW, Fort Wayne, DSN 786-1216.	200113
MOA US 01482		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of AR, AR ANG, Little Rock. Sked Pt-AR ANG, CO, 188th FW, Fort Smith, DSN 778-5185/5271, C479-573-5185/5271.	200306
MOA US 01484		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of AR, AR ANG, Little Rock. Sked Pt-AR ANG, CO, 188th FW, Fort Smith, DSN 778-5185/5271, C479-573-5185/5271.	200306
MOA US 01486		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of AR, AR ANG, Little Rock. Sked Pt-AR ANG, CO, 188th FW, Fort Smith, DSN 778-5185/5271, C479-573-5185/5271.	200306
MOA US 01488		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of AR, AR ANG, Little Rock. Sked Pt-AR ANG, CO, 188th FW, Fort Smith, DSN 778-5185/5271, C479-573-5185/5271.	200306
MOA US 01490		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of AR, AR ANG, Little Rock. Sked Pt-AR ANG, CO, 188th FW, Fort Smith, DSN 778-5185/5271, C479-573-5185/5271.	200306
MOA US 01492		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of AR, AR ANG, Little Rock. Sked Pt-AR ANG, CO, 188th FW, Fort Smith, DSN 778-5185/5271, C479-573-5185/5271.	200306
MOA US 01494		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of AR, AR ANG, Little Rock. Sked Pt-AR ANG, CO, 188th FW, Fort Smith, DSN 778-5185/5271, C479-573-5185/5271.	200306
MOA US 01496		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of AR, AR ANG, Little Rock. Sked Pt-AR ANG, CO, 188th FW, Fort Smith, DSN 778-5185/5271, C479-573-5185/5271.	200306
MOA US 01498		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of AR, AR ANG, Little Rock. Sked Pt-AR ANG, CO, 188th FW, Fort Smith, DSN 778-5185/5271, C479-573-5185/5271.	200306
MOA US 01500		EFFECTIVE TIMES	1	OT by NOTAM.	200113
MOA US 01500		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 80th FTW, Sheppard AFB, DSN 736-4970, C817-676-4970.	200113
MOA US 01502		CONTROLLING AGENCY	1	Using/Sked Agcy-USA, CO, III Corps and Fort Hood, DSN 737-5102.	200113
MOA US 01504		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of IL, IL ANG, Springfield. Sked Pt-IL ANG, CO, 183rd TFG, Springfield, DSN 892-8202.	200113
MOA US 01506		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of IL, IL ANG, Springfield. Sked Pt-IL ANG, CO, 183rd TFG, Springfield, DSN 892-8202.	200113
MOA US 01508		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, STRKFIGHTWINGPAC, Lemoore NAS, DSN 949-1034, C559-998-1034.	200208
MOA US 01510		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, STRKFIGHTWINGPAC, Lemoore NAS, DSN 949-1034, C559-998-1034.	200208
MOA US 01512		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, STRKFIGHTWINGPAC, Lemoore NAS, DSN 949-1034, C559-998-1034.	200208
MOA US 01514		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, STRKFIGHTWINGPAC, Lemoore NAS, DSN 949-1034, C559-998-1034.	200208
MOA US 01516		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, STRKFIGHTWINGPAC, Lemoore NAS, DSN 949-1034, C559-998-1034.	200208
MOA US 01518		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, STRKFIGHTWINGPAC, Lemoore NAS, DSN 949-1034, C559-998-1034.	200208
MOA US 01540		GENERAL	1	AIRSPACE ACTIVITY, ctc JOSHUA APP 133.65.	200409
MOA US 01540		EFFECTIVE ALTITUDE	1	Excld Sfc up to and including 3000' AGL over Domeland Wilderness Area.	200407
MOA US 01540		CONTROLLING AGENCY	1	Using/Sked Agcy-R2508 Complex Control Board, Edwards AFB, DSN 527-2508.	200407
MOA US 01542		GENERAL	1	AIRSPACE ACTIVITY, ctc JOSHUA APP 133.65.	200409
MOA US 01542		CONTROLLING AGENCY	1	Using/Sked Agcy-R2508 Complex Control Board, Edwards AFB, DSN 527-2508.	200208
MOA US 01544		GENERAL	1	AIRSPACE ACTIVITY, ctc JOSHUA APP 133.65.	200409
MOA US 01544		CONTROLLING AGENCY	1	Using/Sked Agcy-R2508 Complex Control Board, Edwards AFB, DSN 527-2508.	200208
MOA US 01546		GENERAL	1	AIRSPACE ACTIVITY, ctc JOSHUA APP 133.65.	200409
MOA US 01546		CONTROLLING AGENCY	1	Using/Sked Agcy-R2508 Complex Control Board, Edwards AFB, DSN 527-2508.	200208
MOA US 01548		GENERAL	1	AIRSPACE ACTIVITY, ctc JOSHUA APP 133.65.	200409
MOA US 01548		CONTROLLING AGENCY	1	Using/Sked Agcy-R2508 Complex Control Board, Edwards AFB, DSN 527-2508.	200208
MOA US 01550		GENERAL	1	AIRSPACE ACTIVITY, ctc JOSHUA APP 133.65.	200409
MOA US 01550		CONTROLLING AGENCY	1	Using/Sked Agcy-R2508 Complex Control Board, Edwards AFB, DSN 527-2508.	200208
MOA US 01552		GENERAL	1	AIRSPACE ACTIVITY, ctc JOSHUA APP 133.65.	200409
MOA US 01552		CONTROLLING AGENCY	1	Using/Sked Agcy-R2508 Complex Control Board, Edwards AFB, DSN 527-2508.	200208
MOA US 01554		GENERAL	1	AIRSPACE ACTIVITY, ctc JOSHUA APP 133.65.	200409
MOA US 01554		CONTROLLING AGENCY	1	Using/Sked Agcy-R2508 Complex Control Board, Edwards AFB, DSN 527-2508.	200208
MOA US 01555		GENERAL	1	AIRSPACE ACTIVITY, ctc JOSHUA APP 133.65.	200409
MOA US 01555		CONTROLLING AGENCY	1	Using/Sked Agcy-R2508 Complex Control Board, Edwards AFB, DSN 527-2508.	200407
MOA US 01556		GENERAL	1	AIRSPACE ACTIVITY, ctc JOSHUA APP 133.65.	200409
MOA US 01556		CONTROLLING AGENCY	1	Using/Sked Agcy-R2508 Complex Control Board, Edwards AFB, DSN 527-2508.	200407
MOA US 01557		GENERAL	1	AIRSPACE ACTIVITY, ctc JOSHUA APP 133.65.	200409
MOA US 01557		CONTROLLING AGENCY	1	Using/Sked Agcy-R2508 Complex Control Board, Edwards AFB, DSN 527-2508.	200407
MOA US 01570		EFFECTIVE ALTITUDE	1	or 3000' AGL, whichever is higher.	200113
MOA US 01570		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of AZ, AZ ANG, Phoenix. Sked Pt-AZ ANG, CO, 162nd FW, Tucson, DSN 844-6109/6366 C520-295-6109/6366.	200511
MOA US 01571		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of AZ, AZ ANG, Phoenix. Sked Pt-AZ ANG, CO, 162nd FW, Tucson, DSN 844-6109/6366 C520-295-6109/6366.	200511
MOA US 01572		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of AZ, AZ ANG, Phoenix. Sked Pt-AZ ANG, CO, 162nd FW, Tucson, DSN844-6109/6366 C520-295-6109/6366.	200511
MOA US 01573		CONTROLLING AGENCY	1	Ctl Agcy-Ctc freq- 118.05/ 363.0 (N and E); 132.25/338.35 (S); 128.05/387.15 (W). Using Agcy-USAF, CO, 366th TFW, Mountain Home AFB, DSN 857-2172, C208-828-2172.	200407
MOA US 01574		CONTROLLING AGENCY	1	Ctl Agcy-Ctc freq- 118.05/ 363.0 (N and E); 132.25/338.35 (S); 128.05/387.15 (W). Using Agcy-USAF, CO, 366th TFW, Mountain Home AFB, DSN 857-2172, C208-828-2172.	200407
MOA US 01575		CONTROLLING AGENCY	1	Ctl Agcy-Ctc freq- 118.05/ 363.0 (N and E); 132.25/338.35 (S); 128.05/387.15 (W). Using Agcy-USAF, CO, 366th TFW, Mountain Home AFB, DSN 857-2172, C208-828-2172.	200407
MOA US 01576		CONTROLLING AGENCY	1	Ctl Agcy-Ctc freq- 118.05/ 363.0 (N and E); 132.25/338.35 (S); 128.05/387.15 (W). Using Agcy-USAF, CO, 366th TFW, Mountain Home AFB, DSN 857-2172, C208-828-2172.	200407
MOA US 01580		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 917th FW, Barksdale AFB, DSN 781-9154.	200113
MOA US 01581		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 917th FW, Barksdale AFB, DSN 781-9154.	200113
MOA US 01582		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 917th FW, Barksdale AFB, DSN 781-9154.	200113
MOA US 01583		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 917th FW, Barksdale AFB, DSN 781-9154.	200113
MOA US 01584		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 917th FW, Barksdale AFB, DSN 781-9154.	200113
MOA US 01588		EFFECTIVE TIMES	1	not to exceed 317 hr per yr.	200113
MOA US 01588		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of OR, OR ANG, 142nd FG, Portland. Sked Pt-ORANG, CO, 173rd FW, Kingsley Fld, DSN 830-6686/6182.	200113
MOA US 01590		EFFECTIVE TIMES	1	not to exceed 317 hr per yr.	200113
MOA US 01590		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of OR, OR ANG, 142nd FG, Portland. Sked Pt-ORANG, CO, 173rd FW, Kingsley Fld, DSN 830-6686/6182.	200113
MOA US 01592		EFFECTIVE TIMES	1	not to exceed 317 hr per yr.	200113
MOA US 01592		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of OR, OR ANG, 142nd FG, Portland. Sked Pt-ORANG, CO, 173rd FW, Kingsley Fld, DSN 830-6686/6182.	200113
MOA US 01594		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 25th Air Division, McChord AFB, WA. Sked Pt-OR ANG, CO, 173rd FW, Kingsley Fld, DSN 830-6686/6182.	200113
MOA US 01596		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 25th Air Division, McChord AFB, WA. Sked Pt-OR ANG, CO, 173rd FW, Kingsley Fld, DSN 830-6686/6182.	200113
MOA US 01620		GENERAL	1	Ctc Yuma Range Control 124.15 for status.	200409
MOA US 01620		CONTROLLING AGENCY	1	Using/Sked Agcy-USMC, CO, Yuma MCAS, AZ, DSN 951-2214/2215.	200113
MOA US 01622		GENERAL	1	Ctc Yuma Range Control 124.15 for status.	200409
MOA US 01622		CONTROLLING AGENCY	1	Using/Sked Agcy-USMC, CO, Yuma MCAS, AZ, DSN 951-2214/2215.	200113
MOA US 01624		GENERAL	1	Ctc Yuma Range Control 124.15 for status.	200409
MOA US 01624		CONTROLLING AGENCY	1	Using/Sked Agcy-USMC, CO, Yuma MCAS, AZ, DSN 951-2214/2215.	200113
MOA US 01626		EFFECTIVE TIMES	1	Sun 1600-0600Z++ OT by NOTAM.	200113
MOA US 01626		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, COMTRAWING TWO, Kingsville NAS, DSN 876-6518.	200113
MOA US 01628		EFFECTIVE TIMES	1	Sun 1600-0600Z++ OT by NOTAM.	200113
MOA US 01628		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, COMTRAWING TWO, Kingsville NAS, DSN 876-6518.	200113
MOA US 01630		EFFECTIVE TIMES	1	OT by NOTAM.	200113
MOA US 01630		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, COMTRAWING TWO, Kingsville NAS, DSN 876-6518.	200113
MOA US 01632		EFFECTIVE TIMES	1	OT by NOTAM.	200404
MOA US 01632		CONTROLLING AGENCY	1	Using Agcy-USN, CNATRA, Corpus Christi. Sked Agcy-USN, CO, COMTRAWING TWO, Kingsville NAS, DSN 876-6518.	200404
MOA US 01634		EFFECTIVE TIMES	1	OT by NOTAM.	200404
MOA US 01634		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 99th FTS, Randolph AFB, TX, DSN 487-6746.	200406
MOA US 01650		EFFECTIVE TIMES	1	excld hol.	200113
MOA US 01650		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of CO, CO ANG, Denver. Sked Pt-CO ANG, CO, 140th FW, Buckley AFB, Aurora, DSN 847-9472, C720-847-9472.	200407
MOA US 01652		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of CO, CO ANG, Denver. Sked Pt-CO ANG, CO, 140th FW, Buckley AFB, Aurora, DSN 847-9472, C720-847-9472.	200407
MOA US 01656		EFFECTIVE TIMES	1	OT by NOTAM. Airspace will not be scheduled btn 0400-1300Z++.	200113
MOA US 01656		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of SD, SD ANG, Pierre. Sked Pt-SD ANG, CO, 114th FW, Sioux Falls, DSN 798-7754.	200113
MOA US 01658		EFFECTIVE TIMES	1	occ Sat-Sun.	200113
MOA US 01658		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 56th TTW, MacDill AFB. Sked Pt-CO, 347th Rescue Wg, Det 1,MacDill AFB, DSN 968-4641.	200313
MOA US 01659		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 7th BW, Dyess AFB, DSN 461-3665, C325-696-3665.	200406
MOA US 01660		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 47th FTW, Laughlin AFB, DSN 732-5864.	200313
MOA US 01662		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 47th FTW, Laughlin AFB, DSN  732-5864.	200313
MOA US 01663		EFFECTIVE TIMES	1	OT by NOTAM; up to 6 Mon annually.	200202
MOA US 01663		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 47th FTW, Laughlin AFB, DSN 732-5864.	200309
MOA US 01664		EFFECTIVE TIMES	1	OT by NOTAM; up to 6 Mon annually.	200202
MOA US 01664		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 47th FTW, Laughlin AFB, DSN 732-5864.	200309
MOA US 01665		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of NE, NE ANG, Lincoln. Sked Pt- CO, 155th TRG, NE ANG, Lincoln Muni, Lincoln, DSN 946-1234.	200202
MOA US 01666		EFFECTIVE TIMES	1	by NOTAM Sat-Sun 1500-1630Z++ and 1900-2030Z++, one wkend per mo; by NOTAM Mon-Fri 2400-0300Z++, 2 mo per yr; OT by NOTAM.	200406
MOA US 01666		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of MO, MO ANG, Jefferson City. Sked Pt-MO ANG, CO, 131st FW, Lambert-St. Louis Intl, DSN 693-6310/6311.	200406
MOA US 01668		EFFECTIVE TIMES	1	by NOTAM Sat-Sun 1500-1630Z++ and 1900-2030Z++, one wkend per mo; by NOTAM Mon-Fri 2400-0300Z++, 2 mo per yr; OT by NOTAM.	200406
MOA US 01668		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of MO, MO ANG, Jefferson City. Sked Pt-MO ANG, CO, 131st FW, Lambert-St. Louis Intl, DSN 693-6310/6311.	200406
MOA US 01670		EFFECTIVE TIMES	1	by NOTAM Sat-Sun 1500-1630Z++ and 1900-2030Z++, one wkend per mo; by NOTAM Mon-Fri 2400-0300Z++, 2 mo per yr; OT by NOTA	200406
MOA US 01670		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of MO, MO ANG, Jefferson City. Sked Pt-MO ANG, CO, 131st FW, Lambert-St. Louis Intl, DSN 693-6310/6311.	200406
MOA US 01676		EFFECTIVE TIMES	1	excld hol.	200113
MOA US 01676		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 347th Rescue WG, Moody AFB, GA, DSN 460-3531/4544/3501, C(229)257-4544/3531.	200506
MOA US 01678		CONTROLLING AGENCY	1	Ctl Agcy-Ctc freq-128.55/380.05 (N, s and E); 132.25/338.35 (W). Using Agcy-USAF, CO, 6501st Range Sqdn (AFSC), Hill AFB. Sked Pt-CO, 388th FW, Hill AFB, DSN 777-4401, C801-777-4401.	200407
MOA US 01680		CONTROLLING AGENCY	1	Ctl Agcy-Ctc freq-128.55/380.05 (N, s and E); 132.25/338.35 (W). Using Agcy-USAF, CO, 6501st Range Sqdn (AFSC), Hill AFB. Sked Pt-CO, 388th FW, Hill AFB, DSN 777-4401, C801-777-4401.	200407
MOA US 01682		CONTROLLING AGENCY	1	Ctl Agcy-Ctc freq-128.55/380.05 (N, s and E); 132.25/338.35 (W). Using Agcy-USAF, CO, 6501st Range Sqdn (AFSC), Hill AFB. Sked Pt-CO, 388th FW, Hill AFB, DSN 777-4401, C801-777-4401.	200407
MOA US 01720		EFFECTIVE TIMES	1	occ Sat-Sun.	200113
MOA US 01720		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 549th TAS Sqdn, Patrick AFB. Sked Pt-CO, 347th Rescue Wg, Det 1, MacDill AFB, DSN 968-4641.	200313
MOA US 01722		EFFECTIVE ALTITUDE	1	or 3000' AGL whichever is higher.	200113
MOA US 01722		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 9th Opn Gp (9th OSS/OSA), Beale AFB, DSN 368-2002, C530-634-2002.	200208
MOA US 01724		EFFECTIVE ALTITUDE	1	or 3000' AGL whichever is higher.	200113
MOA US 01724		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 9th Opn Gp (9th OSS/OSA), Beale AFB, DSN 368-2002, C530-634-2002.	200208
MOA US 01726		EFFECTIVE ALTITUDE	1	or 3000' AGL whichever is higher.	200113
MOA US 01726		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 9th Opn Gp (9th OSS/OSA), Beale AFB, DSN 368-2002, C530-634-2002.	200208
MOA US 01728		EFFECTIVE TIMES	1	not to exceed 8 one-hr block times per mo.	200113
MOA US 01728		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFACJAX, Jacksonville NAS, C1-800-874-5059.	200113
MOA US 01730		EFFECTIVE TIMES	1	not o exceed 30 one-hr block times per mo.	200113
MOA US 01730		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFACJAX, Jacksonville NAS, C1-800-874-5059.	200113
MOA US 01732		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, COMTRAWING ONE, Meridian NAS, DSN 637-2312, C601-679-2312.	200113
MOA US 01734		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, COMTRAWING ONE, Meridian NAS, DSN 637-2312, C601-679-2312.	200113
MOA US 01736		CONTROLLING AGENCY	1	Using/Sked Agcy-ANG, CO, ANG CRTC, Volk Fld ANGB, DSN 871-1445, C608-427-1445.	200208
MOA US 01738		EFFECTIVE TIMES	1	Sat-Sun 1300-2100Z++ OT by NOTAM.	200113
MOA US 01738		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of NY, NY ANG, Albany.  Sked Pt-NY ANG, CO, NE ADS/DOAS, Rome, DSN 587-6247, C315-334-6247/6784.	200509
MOA US 01740		EFFECTIVE TIMES	1	Sat-Sun 1300-2100Z++ OT by NOTAM.	200113
MOA US 01740		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of NY, NY ANG, Albany.  Sked Pt-NY ANG, CO, NE ADS/DOAS, Rome, DSN 587-6247, C315-334-6247/6784.	200509
MOA US 01742		EFFECTIVE TIMES	1	Sat-Sun 1300-2100Z++ OT by NOTAM.	200113
MOA US 01742		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of NY, NY ANG, Albany.  Sked Pt-NY ANG, CO, NE ADS/DOAS, Rome, DSN 587-6247, C315-334-6247/6784.	200509
MOA US 01744		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 347th Rescue WG, Moody AFB, DSN 460-3531/4544/3501, C(229)257-4544/3531.	200506
MOA US 01746		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 347th Rescue WG, Moody AFB, DSN 460-3531/4544/3501, C(229)257-4544/3531.	200506
MOA US 01748		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 347th Rescue WG, Moody AFB, DSN 460-3531/4544/3501, C(229)257-4544/3531.	200506
MOA US 01750		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 347th Rescue WG, Moody AFB, DSN 460-3531/4544/3501, C(229)257-4544/3531.	200506
MOA US 01752		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 162nd TFG, Tucson. Sked Pt-CO, 162nd FW, Tucson, DSN 844-6109/6366 C520-295-6109/6366.	200511
MOA US 01754		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 162nd TFG, Tucson. Sked Pt-CO, 162nd FW, Tucson, DSN 844-6109/6366 C520-295-6109/6366.	200511
MOA US 01756		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 27th TFW, Cannon AFB, DSN 681-2276.	200113
MOA US 01758		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 27th TFW, Cannon AFB, DSN 681-2276.	200113
MOA US 01760		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 27th TFW, Cannon AFB, DSN 681-2276.	200113
MOA US 01762		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 27th TFW, Cannon AFB, DSN 681-2276.	200113
MOA US 01764		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 27th TFW, Cannon AFB, DSN 681-2276.	200113
MOA US 01766		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 27th TFW, Cannon AFB, DSN 681-2276.	200113
MOA US 01780		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 3rd WG, Elmendorf AFB, DSN 317-552-2406/5470.	200113
MOA US 01782		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 3rd WG, Elmendorf AFB, DSN 317-552-2406/5470.	200113
MOA US 01802		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, Whidbey Island NAS, Oak Harbor, DSN 820-2877.	200113
MOA US 01806		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, Whidbey Island NAS, Oak Harbor, DSN 820-2877.	200113
MOA US 01808		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, Whidbey Island NAS, Oak Harbor, DSN 820-2877.	200113
MOA US 01810		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, Whidbey Island NAS, Oak Harbor, DSN 820-2877.	200113
MOA US 01812		EFFECTIVE ALTITUDE	1	excld airspace blw 1200' AGL.	200113
MOA US 01812		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, Whidbey Island NAS, Oak Harbor, DSN 820-2877.	200113
MOA US 01814		EFFECTIVE ALTITUDE	1	excld airspace blw 1200' AGL.	200113
MOA US 01814		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, Whidbey Island NAS, Oak Harbor, DSN 820-2877.	200113
MOA US 01815		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of IA, IA ANG, Des Moines. Sked Pt- SD ANG, CO, 114th FW, Sioux City, ANG, SD, DSN 798-7754/46, C605-5754/46.	200507
MOA US 01816		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, NEADS/DOSS, Griffiss AFB, NY. Sked Pt-MN ANG, CO, 148th FC,Duluth Intl, MN, DSN 825-7268/7370.	200208
MOA US 01818		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, NEADS/DOSS, Griffiss AFB, NY. Sked Pt-MN ANG, CO, 148th FC,Duluth Intl, MN, DSN 825-7268/7370.	200208
MOA US 01820		EFFECTIVE ALTITUDE	1	or 3000' AGL whichever is higher.	200113
MOA US 01820		EFFECTIVE TIMES	1	Mon-Fri 0100-0500Z Intmt wkend by NOTAM.	200113
MOA US 01820		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of AZ, AZ ANG, Phoenix. Sked Agcy-AZ ANG, CO,162nd FW, Tucson, DSN 844-6109/6366 C520-295-6109/6366.	200511
MOA US 01822		EFFECTIVE ALTITUDE	1	Except 3000' AGL floor ovr Kings Canyon Nat Park, Sequoia Nat Park and John MuirWilderness Area.	200113
MOA US 01822		CONTROLLING AGENCY	1	Using/Sked Agcy-FAA,R2508 Complex Control Board, Edwards AFB, DSN 527-2508.	200208
MOA US 01824		EFFECTIVE ALTITUDE	1	Except 3000' AGL floor ovr Kings Canyon Nat Park, Sequoia Nat Park and John MuirWilderness Area.	200113
MOA US 01824		CONTROLLING AGENCY	1	Using/Sked Agcy-FAA, R2508 Complex Control Board, Edwards AFB, DSN 527-2508.	200208
MOA US 01826		EFFECTIVE ALTITUDE	1	Except 3000' AGL floor ovr Kings Canyon Nat Park, Sequoia Nat Park and John MuirWilderness Area.	200113
MOA US 01826		CONTROLLING AGENCY	1	Using/Sked Agcy-FAA, R2508 Complex Control Board, Edwards AFB, DSN 527-2508.	200208
MOA US 01828		CONTROLLING AGENCY	1	Ctl Agcy-Ctc freq-128.05/387.15 (N and W); 118.05/363.0 (E); 132.25/338.35 (S).	200407
MOA US 01829		CONTROLLING AGENCY	1	Ctl Agcy-Ctc freq-128.05/387.15 (N and W); 118.05/363.0 (E); 132.25/338.35 (S).	200407
MOA US 01840		EFFECTIVE TIMES	1	6 hr in advance.	200113
MOA US 01840		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFACJAX, Jacksonville NAS, DSN 942-2272/2250.	200113
MOA US 01842		EFFECTIVE TIMES	1	6 hr in advance.	200113
MOA US 01842		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFACJAX, Jacksonville NAS, DSN 942-2272/2250.	200113
MOA US 01844		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFAC VACAPES, Oceana NAS, VA, DSN 433-1221/1222, C804-433-1221/1222.	200113
MOA US 01846		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFAC VACAPES, Oceana NAS, VA, DSN 433-1221/1222, C804-433-1221/1222.	200113
MOA US 01848		GENERAL	1	Ctc Joshua App 120.25 for status.	200409
MOA US 01848		CONTROLLING AGENCY	1	Using/Sked Agcy-FAA, R2508 Complex Control Board, Edwards AFB, DSN 527-2508.	200208
MOA US 01850		CONTROLLING AGENCY	1	Using/Sked Agcy-FAA, R2508 Complex Control Board, Edwards AFB, DSN 527-2508.	200208
MOA US 01852		CONTROLLING AGENCY	1	Using/Sked Agcy-FAA, R2508 Complex Control Board, Edwards AFB, DSN 527-2508.	200208
MOA US 01854		CONTROLLING AGENCY	1	Ctl Agcy-Ctc freq-128.05/387.15 (N and W); 118.05/363.0 (E); 132.25/338.35 (S).Using/Sked Agcy-USAF, CO, 366th TFW, Mountain Home AFB, ID, DSN 857-2172, C208-828-2172.	200407
MOA US 01855		CONTROLLING AGENCY	1	Ctl Agcy-Ctc freq-128.05/387.15 (N and W); 118.05/363.0 (E); 132.25/338.35 (S).Using/Sked Agcy-USAF, CO, 366th TFW, Mountain Home AFB, ID, DSN 857-2172, C208-828-2172.	200407
MOA US 01856		CONTROLLING AGENCY	1	Using/Sked Agcy-USAF, CO, 27th TFW, Cannon AFB, DSN 681-2276.	200113
