SUAS_IDENT	SECTOR	TYPE	NAME	ICAO	CON_AGCY	LOC_HDATUM	WGS_DATUM	COMM_NAME	FREQ1	FREQ2	LEVEL	UPPER_ALT	LOWER_ALT	EFF_TIMES	WX	CYCLE_DATE	EFF_DATE
LGD96		D	METHONI	LG		WGE	WGE				L	005000AMSL	SURFACE	INTMT	VMC-IMC	200309	07 Jan 93
LGD97		D	KOSKINA	LGGG		WGE	WGE				L	024000AMSL	SURFACE	BY NOTAM	VMC-IMC	200309	18 Dec 86
LGD98		D	KITRINOPETRA EVROS	LGGG		WGE	WGE				L	010000AMSL	SURFACE	MON-FRI EXC HOL 0500-2200Z++	VMC-IMC	200309	22 Apr 99
LGP10		P	MILITSA (KASTORIA)	LG		WGE	WGE				L	005000AGL	SURFACE	CONT	VMC-IMC	200309	05 Jan 95
LGP12		P	KORIDHALLOS (PIREEFS)	LG		WGE	WGE				L	005000AGL	SURFACE	CONT	VMC-IMC	200309	05 Jan 95
LGP13		P	METEORA (KALABAKA)	LG		WGE	WGE				L	004000AGL	SURFACE	CONT	VMC-IMC	200309	22 Apr 99
LGP4		P	LAKI (LEROS ISLAND)	LG		WGE	WGE				L	003000AMSL	SURFACE	CONT	VMC-IMC	200309	12 Aug 99
LGP5		P	PARTHENI (LEROS ISLAND)	LG		WGE	WGE				L	003000AMSL	SURFACE	CONT	VMC-IMC	200309	12 Aug 99
LGP6		P	MOTOR OIL (KORINTHOS REFINERIES)	LG		WGE	WGE				L	001100AGL	GND	CONT	VMC-IMC	200309	22 Apr 99
LGP7		P	REVYTHOUSSA(FLARE STACK REVYTHOUSSA I)	LGGG		WGE	WGE				L	001000AGL	GND	CONT	VMC-IMC	200309	23 Mar 00
LGP8		P	VIKOS	LGGG		WGE	WGE				L	003000AGL	GND	CONT	VFR-IFR	200309	13 Jul 00
LGP9		P	PAPAGOS	LGGG		WGE	WGE				L	002000AGL	GND	CONT	VMC-IMC	200311	01 Apr 02
LGR14		R	CONSTRUCTION DOCK (NEA CARVALI)	LG	CIV	WGE	WGE				L	002000AMSL	SURFACE	CONT	VMC-IMC	200309	22 Apr 99
LGR15		R	PLATFORM ALFA - PRINOS ISLAND	LG	CIV	WGE	WGE				L	002000AMSL	SURFACE	CONT	VMC-IMC	200309	22 Jan 81
LGR16		R	PLATFORM BETA	LG	CIV	WGE	WGE				L	002000AMSL	SURFACE	CONT	VMC-IMC	200309	22 Apr 99
LGR17		R	PLATFORM DELTA	LG	CIV	WGE	WGE				L	002000AMSL	SURFACE	CONT	VMC-IMC	200309	22 Apr 99
LGR18		R	SOUTH KAVALA (PLATFORM KAPPA)	LG	CIV	WGE	WGE				L	002000AMSL	SURFACE	CONT	VMC-IMC	200309	22 Apr 99
LGR19		R	MOORING/LOADING FACILITIES (ANCHORAGE)	LG	CIV	WGE	WGE				L	002000AMSL	SURFACE	CONT	VMC-IMC	200309	22 Apr 99
LGR20A		R	SALAMIS	LG	CIV	WGE	WGE				L	002000AMSL	SURFACE	CONT	VMC-IMC	200309	22 Apr 99
LGR20B		R	SALAMIS	LG	CIV	WGE	WGE				L	001000AMSL	SURFACE	CONT	VMC-IMC	200309	22 Apr 99
LGR21		R	DHIAPORI	LGEL	ELEFSIS  TWR	WGE	WGE	ELEFSIS TWR	120.15  M	257.8   M	L	001000AMSL	SURFACE	CONT	VMC-IMC	200309	02 Jun 88
LGR22		R	SKOYRTA	LGGG		WGE	WGE				L	005000AGL	GND	DAYS	VMC	200309	21 Mar 01
LGR23A		R	MARATHONAS	LGGG		WGE	WGE				L	005000AGL	GND	DAYS	VMC	200309	21 Mar 01
LGR23B		R	MARATHONAS	LGGG		WGE	WGE				L	002000AGL	GND	DAYS	VMC	200309	21 Mar 01
LGR24		R	MENIDI	LGGG		WGE	WGE				L	005000AMSL	03500AMSL	DAYS	VMC	200309	21 Mar 01
LGR25		R	LEFKTRA	LGGG	TANAGRA APP	WGE	WGE	TANAGRA APP	122.1   M	362.3   M	L	005000AGL	GND	BY NOTAM	VMC-IMC	200309	26 Nov 01
LGR26		R	PLATEAI	LGGG	TANAGRA APP	WGE	WGE	TANAGRA APP CON	122.1   M	362.3   M	L	005000AGL	GND	BY NOTAM	VMC-IMC	200311	15 Feb 02
LGR27		R	LITHINON	LGSA	SOUDA APP	WGE	WGE	SOUDA APP	118.125 M	362.3   M	L	FL240	SURFACE	DAYS MON-FRI EXC HOL	VMC-IMC	200309	09 May 85
LGR28		R	SOUDA	LGSA	MIL	WGE	WGE				L	001000AGL	SURFACE	CONT	VMC-IMC	200309	23 Mar 00
LGR34(E)		R	STEFANOVIKION	LG	HELLENIC ARMY AVIATION	WGE	WGE				L	003000AGL	SURFACE	CONT SR-SS+4	VMC-IMC	200309	22 Apr 99
LGR34(W)		R	STEFANOVIKION	LG	HELLENIC ARMY AVIATION	WGE	WGE				L	002000AGL	SURFACE	CONT SR-SS+4	VMC-IMC	200309	22 Apr 99
LGR35		R	KOZANI	LG	HELLENIC ARMY AVIATION	WGE	WGE				L	004000AGL	GND	MON-FRI EXC HOL 0530-1230Z++	VMC-IMC	200309	22 Apr 99
LGR46A		R	ALEXANDRIA	LG	HELLENIC ARMY AVIATION	WGE	WGE				L	002000AGL	SURFACE	MON-FRI EXC HOL 0530-1230Z++	VMC-IMC	200309	19 Oct 89
LGR46B		R	ALEXANDRIA	LG	HELLENIC ARMY AVIATION	WGE	WGE				L	002000AGL	SURFACE	MON-FRI EXC HOL 0530-1230Z++	VMC-IMC	200309	12 Jan 89
LGR50		R	LACONIKOS KOLPOS	LG		WGE	WGE				L	FL240	08000AGL	DAYS MON-FRI EXC HOL	VMC-IMC	200309	09 May 85
LGR51		R	DELPHI	LG		WGE	WGE				L	002000AGL	SURFACE	CONT	VMC-IMC	200309	04 Oct 79
LGR52		R	KALAMATA	LG		WGE	WGE				L	FL240	08000AMSL	MON-FRI EXC HOL DAYS	VMC-IMC	200309	09 May 85
LGR53		R	GERANIA	LG	HELLENIC ARMY AVIATION	WGE	WGE				L	004000AMSL	SURFACE	INTMT	VMC-IMC	200309	06 Feb 92
LGR54		R	KINETA	LG	HELLENIC ARMY AVIATION	WGE	WGE				L	001000AMSL	SURFACE	INTMT	VMC-IMC	200309	09 May 85
LGR55		R	PEFKO	LG	HELLENIC ARMY AVIATION	WGE	WGE				L	001500AMSL	SURFACE	INTMT	VMC-IMC	200309	09 May 85
LGR56		R	KILINI	LG	HELLENIC ARMY AVIATION	WGE	WGE				L	008000AGL	SURFACE	INTMT	VMC-IMC	200309	05 Jan 95
LGR57		R	ASPROPIRGOS	LG		WGE	WGE				L	001100AMSL	SURFACE	CONT	VMC-IMC	200309	07 Apr 88
LGR58A		R	KOTRONI	LGGG		WGE	WGE				L	001000AGL	SURFACE	MON-FRI DAYS EXC HOL	VMC-IMC	200309	28 Mar 01
LGR58B		R	KOTRONI	LGGG		WGE	WGE				L	002000AGL	SURFACE	MON-FRI DAYS EXC HOL.	VMC-IMC	200309	28 Mar 01
LGR59		R	MANTILI	LGGG		WGE	WGE				L	001000AGL	GND	MON-FRI DAYS EXC HOL.	VMC-IMC	200309	28 Mar 01
LHD1		D	UJDOROGD	LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL145	GND	BY NOTAM	VMC-IMC	200412	31 Dec 98
LHD10		D	KISKUNHALAS	LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	003800AMSL	GND	MON 0500-FRI 2100Z++, OT BY NOTAM	VMC-IMC	200412	31 Dec 98
LHD11		D	DOC	LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	007500AMSL	GND	BY NOTAM	VMC-IMC	200412	22 Apr 99
LHD13		D	OFEHERTO	LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	007500AMSL	GND	BY NOTAM	VMC-IMC	200412	02 Dec 99
LHD14		D	HAJDUHADHAZ	LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL105	GND	BY NOTAM	VMC-IMC	200412	22 Apr 99
LHD15		D	EGERBAKTA	LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	003800AMSL	GND	MON 0500-FRI 2100Z++, OT BY NOTAM	VMC-IMC	200412	22 Apr 99
LHD16		D	IZBEG	LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	002300AMSL	GND	MON 0500-FRI 2100Z++, OT BY NOTAM	VMC-IMC	200412	22 Apr 99
LHD17		D	GYORSZENTIVAN	LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	003800AMSL	GND	MON 0500-FRI 2100Z++, OT BY NOTAM	VMC-IMC	200412	22 Apr 99
LHD18		D	CSORNA/AKASZTO	LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	003800AMSL	GND	MON 0500-FRI 2100Z++, OT BY NOTAM	VMC-IMC	200511	22 Apr 99
LHD21		D	SZOMOD	LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL105	GND	BY NOTAM	VMC-IMC	200511	31 Dec 98
LHD22A		D	NADUDVAR	LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		B	FL340	GND	BY NOTAM	VMC-IMC	200412	07 Jan 93
LHD22B		D	NADUDVAR	LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL145	GND	BY NOTAM	VMC-IMC	200412	31 Dec 98
LHD23		D	TAPOLCA	LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	003800AMSL	GND	MON 0500-FRI 2100Z++, OT BY NOTAM	VMC-IMC	200412	31 Dec 98
LHD24		D	SANTOS	LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	003800AMSL	GND	MON 0500-FRI 2100Z++, OT BY NOTAM	VMC-IMC	200412	31 Dec 98
LHD27		D	CSEREBOKENY	LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	003800AMSL	GND	MON 0500-FRI 2100Z++, OT BY NOTAM	VMC-IMC	200412	31 Dec 98
LHD29		D	PUSPOKSZILAGY	LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	003800AMSL	GND	MON 0500-FRI 2100Z++, OT BY NOTAM	VMC-IMC	200412	31 Dec 98
LHD2A		D	HAJMASKER	LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL245	GND	BY NOTAM	VMC-IMC	200412	07 Jan 93
LHD2B		D	VARPALOTA	LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		B	FL300	GND	BY NOTAM	VMC-IMC	200412	07 Jan 93
LHD3		D	TATARSZENTGYORGY	LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		B	FL300	GND	BY NOTAM	VMC-IMC	200412	07 Jan 93
LHD30		D	ERD	LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	003800AMSL	GND	MON 0500-FRI 2100Z++, OT BY NOTAM	VMC-IMC	200412	22 Apr 99
LHD33		D	ALLAMPUSZTA	LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	002300AMSL	GND	MON 0500-FRI 2100Z++, OT BY NOTAM	VMC-IMC	200511	31 Dec 98
LHD34		D	MARIANOSZTRA	LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	002300AMSL	GND	MON 0500-FRI 2100Z++, OT BY NOTAM	VMC-IMC	200412	31 Dec 98
LHD36A		D	HAJMASKER	LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL145	GND	BY NOTAM	VMC-IMC	200412	31 Dec 98
LHD36B		D	VARPALOTA	LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL145	GND	BY NOTAM	VMC-IMC	200412	31 Dec 98
LHD37		D	SIMONTORNYA	LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	003800AMSL	GND	MON 0500-FRI 2100Z++, OT BY NOTAM	VMC-IMC	200412	31 Dec 98
LHD38		D	PAKOZD	LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	003800AMSL	GND	MON 0500-FRI 2100Z++, OT BY NOTAM	VMC-IMC	200412	31 Dec 98
LHD39		D	CIGAND	LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	002300AMSL	GND	MON 0500-FRI 2100Z++, OT BY NOTAM	VMC-IMC	200412	31 Dec 98
LHD50		D	HARKA	LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	002300AMSL	GND	MON 0500-FRI 2100Z++, OT BY NOTAM	VMC-IMC	200412	31 Dec 98
LHD52		D	KOSZEG	LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	002300AMSL	GND	MON 0500-FRI 2100Z++, OT BY NOTAM	VMC-IMC	200412	31 Dec 98
LHD53		D	NADASD	LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	002300AMSL	GND	MON 0500-FRI 2100Z++, OT BY NOTAM	VMC-IMC	200412	31 Dec 98
LHD55		D	SZUGY	LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	002300AMSL	GND	MON 0500-FRI 2100Z++, OT BY NOTAM	VMC-IMC	200412	31 Dec 98
LHD6		D	PECSVARAD	LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	005300AMSL	GND	BY NOTAM	VMC-IMC	200412	31 Dec 98
LHD9		D	EGERVOLGY	LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	003800AMSL	GND	MON 0500-FRI 2100Z++, OT BY NOTAM	VMC-IMC	200412	31 Dec 98
LHP1		P	PAKS	LHCC		WGE	WGE				L	FL195	GND	CONT	VMC-IMC	200202	12 Aug 99
LHP2		P	CSILLEBERC	LHCC		WGE	WGE				L	003500AMSL	GND	CONT	VMC-IMC	200506	02 Dec 99
LHR1		R	BUDAPEST	LHCC		WGE	WGE				L	003500AMSL	GND	CONT	VMC-IMC	200506	07 Jan 93
LHR10		R	HAJDUSZOBOSZLO	LHCC		WGE	WGE				L	007500AMSL	GND	CONT	VMC-IMC	200202	07 Jan 93
LHR11		R	TISZAVASVARI	LHCC		WGE	WGE				L	007500AMSL	GND	CONT	VMC-IMC	200202	07 Jan 93
LHR12		R	SAJOBABONY	LHCC		WGE	WGE				L	007500AMSL	GND	CONT	VMC-IMC	200202	07 Jan 93
LHR14		R	ALGYO	LHCC		WGE	WGE				L	007500AMSL	GND	CONT	VMC-IMC	200202	07 Jan 93
LHR15		R	DUNAUJVAROS	LHCC		WGE	WGE				L	007500AMSL	GND	CONT	VMC-IMC	200202	07 Jan 93
LHR16		R	SZOLNOK-TOSZEG	LHCC		WGE	WGE				L	007500AMSL	GND	CONT	VMC-IMC	200202	07 Jan 93
LHR1A		R	BUDAPEST	LHCC		WGE	WGE				L	003500AMSL	GND	CONT	VMC-IMC	200506	07 Jan 93
LHR22		R	PET	LHCC		WGE	WGE				L	007500AMSL	GND	CONT	VMC-IMC	200008	07 Jan 93
LHR23		R	DEVECSER	LHCC		WGE	WGE				L	002500AMSL	GND	CONT	VMC-IMC	200008	07 Jan 93
LHR24		R	KAPOSVAR	LHCC		WGE	WGE				L	002500AMSL	GND	CONT	VMC-IMC	200008	07 Jan 93
LHR25		R	SAGVARILIGET	LHCC		WGE	WGE				L	003000AMSL	GND	CONT	VMC-IMC	200008	29 Jan 98
LHR26		R	TATARSZENTGYORGY	LHCC		WGE	WGE				L	003000AMSL	GND	CONT	VMC-IMC	200403	07 Jan 93
LHR27		R	HERNAD	LHCC		WGE	WGE				L	002500AMSL	GND	CONT	VMC-IMC	200008	07 Jan 93
LHR28		R	RECSK	LHCC		WGE	WGE				L	003000AMSL	GND	CONT	VMC-IMC	200008	07 Jan 93
LHR29		R	NYIRTELEK	LHCC		WGE	WGE				L	002500AMSL	GND	CONT	VMC-IMC	200008	07 Jan 93
LHR3		R	BALATONFUZFO	LHCC		WGE	WGE				L	007500AMSL	GND	CONT	VMC-IMC	200008	07 Jan 93
LHR30		R	HAJDUSAMSON	LHCC		WGE	WGE				L	002500AMSL	GND	CONT	VMC-IMC	200008	07 Jan 93
LHR4		R	ZALAEGERSZEG	LHCC		WGE	WGE				L	007500AMSL	GND	CONT	VMC-IMC	200008	07 Jan 93
LHR5		R	REPCELAK	LHCC		WGE	WGE				L	007500AMSL	GND	CONT	VMC-IMC	200008	07 Jan 93
LHR6		R	SZAZHALOMBATTA	LHCC		WGE	WGE				L	007500AMSL	GND	CONT	VMC-IMC	200008	07 Jan 93
LHR8		R	KAZINCBARCIKA	LHCC		WGE	WGE				L	003500AMSL	GND	CONT	VMC-IMC	200506	07 Jan 93
LHR9		R	TISZAUJVAROS	LHCC		WGE	WGE				L	007500AMSL	GND	CONT	VMC-IMC	200008	07 Jan 93
LID1(A)		D	LOMBARDORE	LIMF	TORINO APP	WGE	WGE	TORINO APP	121.5   M	340.55  M	L	014800AMSL	GND	CONT	VMC-IMC	200203	30 Nov 00
LID10		D	FOCI DEL RENO	LIRR	MIL	WGE	WGE				B	FL325	GND	CONT	VMC-IMC	200503	30 Nov 00
LID11		D	NOVI LIGURE	LIMM	CIV	WGE	WGE				L	FL70	GND	SAT, HOL SR-30 TO SS+30	VMC	200203	27 Jun 91
LID111A		D	EST SARDINIA ZONE 1	LIRR	ROMA MIL	WGE	WGE				B	FL240	SURFACE	0700-1700Z++ MON-FRI, EXC HOL.	VMC-IMC	200508	25 Jan 01
LID111B		D	EST SARDINIA ZONE 1	LIRR	ROMA MIL	WGE	WGE				B	UNLTD	FL240	MON-FRI 07-17Z++ EXC HOL, 21SEP-20JUN	VMC-IMC	200508	25 Jan 01
LID112A		D	EST SARDINIA ZONE 2	LIRR	ROMA MIL	WGE	WGE				B	FL240	SURFACE	07-17Z++ MON-FRI EXC HOL 21 SEP-20 JUN	VMC-IMC	200508	25 Jan 01
LID112B		D	EST SARDINIA ZONE 2	LIRR	ROMA MIL	WGE	WGE				B	UNLTD	FL240	MON-FRI 07-17Z++ EXC HOL, 21SEP-20JUN	VMC-IMC	200508	25 Jan 01
LID113A		D	EST SARDINIA ZONE 3	LIRR	ROMA MIL	WGE	WGE				B	FL240	SURFACE	07-17Z++ MON-FRI EXC HOL 21 SEP-20 JUN	VMC-IMC	200508	25 Jan 01
LID113B		D	EST SARDINIA ZONE 3	LIRR	ROMA MIL	WGE	WGE				B	UNLTD	FL240	MON-FRI 07-17Z++ EXC HOL, 21SEP-20JUN	VMC-IMC	200508	25 Jan 01
LID114A		D	EST SARDINIA ZONE 4	LIRR	ROMA MIL	WGE	WGE				B	FL240	SURFACE	07-17Z++ MON-FRI EXC HOL 21 SEP-20 JUN	VMC-IMC	200508	25 Jan 01
LID114B		D	EST SARDINIA ZONE 4	LIRR	ROMA MIL	WGE	WGE				B	UNLTD	FL240	MON-FRI 07-17Z++ EXC HOL, 21SEP-20JUN	VMC-IMC	200508	25 Jan 01
LID115A		D	TIRRENO  EFA	LIRR	ROMA MIL	WGE	WGE				B	FL240	02000AMSL	MON-FRI 0500-2200Z++ EXC HOL	VMC-IMC	200309	25 Jan 01
LID115B		D	TIRRENO  EFA	LIRR	ROMA MIL	WGE	WGE				B	UNLTD	FL240	MON-FRI 0500-2200Z++ EXC HOL	VMC-IMC	200309	25 Jan 01
LID115C		D	TIRRENO  EFA	LIRR	ROMA MIL	WGE	WGE				B	UNLTD	FL240	MON-FRI 0500-2200Z++ EXC HOL	VMC-IMC	200313	25 Jan 01
LID117		D	CANALE D-OTRANTO	LIRR	BRINDISI MIL	WGE	WGE				L	004000AMSL	SURFACE	BY NOTAM	VMC-IMC	200310	25 Jan 01
LID121		D	MILANO/BICOCCA	LIMM	MILANO ACC	WGE	WGE				L	001400AMSL	GND	INTMT	VMC-IMC	200601	07 Jul 05
LID122	A	D	ALENIA TEST	LIRR	CAGLIARI APP	WGE	WGE	APP	118.75  M	344.0   M	B	FL270	05000AMSL	0700-1700Z++ MON-FRI, EXC HOL.	VMC-IMC	200513	22 Sep 05
LID122	B	D	ALENIA TEST	LIRR	CAGLIARI APP	WGE	WGE	APP	118.75  M	344.0   M	B	FL270	05000AMSL	0700-1700Z++ MON-FRI, EXC HOL.	VMC-IMC	200513	22 Sep 05
LID13		D	TRAPANI	LICT	TRAPANI BIRGI APP	N	WGE	TRAPANI BIRGI APP	119.95  M	376.55  M	L	FL75	SURFACE	MON-FRI, CONT	VMC-IMC	200113	13 Jul 00
LID15		D	MARE JONIO	LIBB	MIL	N	WGE				L	005500AMSL	SURFACE	BY NOTAM	VMC-IMC	200102	13 Jul 00
LID1B		D	LOMBARDORE	LIMF	TORINO APP	WGE	WGE	TORINO APP	121.15  M	340.55  M	B	UNLTD	14800AMSL	BY NOTAM	VMC-IMC	200112	30 Nov 00
LID20		D	GELA	LIRR	MIL	N	WGE				L	005000AMSL	01500AMSL	MON-FRI CONT	VMC-IMC	200009	12 Nov 92
LID25A		D	BRINDISI	LIBB	MIL	N	WGE				L	FL100	SURFACE	BY NOTAM	VMC-IMC	200108	31 Dec 98
LID25B		D	ADRIATICA	LIBB	MIL	N	WGE				B	UNLTD	SURFACE	BY NOTAM	VMC-IMC	200009	31 Dec 98
LID25C		D	OSTUNI	LIBB	MIL	N	WGE				B	UNLTD	SURFACE	BY NOTAM	VMC-IMC	200009	31 Dec 98
LID28A		D	GOLFO DI TARANTO	LIBB	MIL	N	WGE				B	UNLTD	SURFACE	CONT	VMC-IMC	200203	13 Jul 00
LID28B		D	GOLFO DI TARANTO	LIBB	MIL	N	WGE				B	UNLTD	SURFACE	CONT	VMC-IMC	200203	31 Jan 74
LID29		D	PIANOSA	LIRR	GROSSETO APP	N	WGE	GROSSETO APP	122.1   M	359.15  M	L	FL50	00500AMSL	BY NOTAM	VMC-IMC	200203	12 Nov 92
LID30		D	CHIANTI	LIRR	GROSSETO APP	WGE	WGE	GROSSETO APP	122.1   M	359.15  M	L	FL80	01500AMSL	BY NOTAM	VMC-IMC	200203	12 Nov 92
LID33		D	FONNI	LIRR	MIL	WGE	WGE				L	002000AGL	GND	SR-30 TO SS+30	VMC-IMC	200009	10 Aug 78
LID34		D	STRETTO DI MESSINA	LIRR	MIL	WGE	WGE				L	002000AMSL	SURFACE	CONT	VMC-IMC	200108	10 Aug 78
LID37A		D	PORTOVENERE	LIMM	MIL	N	WGE				B	FL210	GND	MON-FRI CONT	VMC-IMC	200009	12 Aug 99
LID37B		D	PUNTA SAN PIETRO	LIMM	MIL	N	WGE				H	UNLTD	FL210	INTMT	VMC-IMC	200511	12 Aug 99
LID40A		D	DECIMOMANNU	LIEE	CAGLIARI (ELMAS)APP	N	WGE	CAGLIARI APP	118.75  M	389.225 M	B	UNLTD	01000AMSL	SR-30 TO SS+30 MON-FRI, EXC HOL	VMC-IMC	200602	29 Jan 98
LID40B		D	CAGLIARI	LIEE	MIL	N	WGE				L	FL195	01000AMSL	SR-30 TO SS+30 MON-FRI, EXC HOL	VMC-IMC	200203	29 Jan 98
LID44		D	SIRACUSA	LIRR	MIL	N	WGE				L	003000AMSL	SURFACE	CONT	VMC-IMC	200113	01 Dec 77
LID47A		D	IVREA	LIMM	MILANO MIL	WGE	WGE	MILANO MIL	129.825 M	233.55  M	L	FL80	01500AGL	CONT	VMC-IMC	200602	31 Dec 98
LID47B		D	IVREA	LIMM	MILANO MIL	WGE	WGE	MILANO MIL	129.825 M	233.55  M	L	004000AMSL	01500AGL	CONT	VMC-IMC	200602	31 Dec 98
LID5A		D	SANREMO	LIMM	MILANO MIL	WGE	WGE	MILANO MIL	129.825 M	233.55  M	H	FL295	FL240	MON-FRI 0900-2400Z++	VMC-IMC	200602	24 Jan 02
LID5B		D	IMPERIA	LIMM	ROMA MIL	WGE	WGE	ROMA MIL	123.225 M	300.375 M	H	FL380	FL295	MON-FRI 0900-2400Z++	VMC-IMC	200202	24 Jan 02
LID6		D	MATERA	LIBB	GIOIA DEL COLLE APP/BRINDISI ACC/FIC	WGE	WGE	GIOIA  DEL COLLE APP	122.1   M	379.525 M	L	FL195	GND	MON-FRI CONT,SAT 23-04Z++,SUN 20-23Z++	VMC-IMC	200602	07 Nov 96
LID67		D	SOLENZARA (FRANCE)	LIRR	ROMA ACC/FIC/SOLENZARA  APP	N	WGE	SOLENZARA APP	119.9   M	362.3   M	B	FL450	SURFACE	MON-FRI 0630-1630Z++, OT BY NOTAM	VMC-IMC	200313	12 Nov 92
LID69(A)		D	VALBREMBO	LIMM	CIV	WGE	WGE				L	001000AMSL	GND	SR-30 TO SS+30	VMC	200203	13 Jul 00
LID69(B)		D	VALBREMBO	LIMM	CIV	WGE	WGE				L	002000AMSL	GND	SR-30 TO SS+30	VMC	200203	13 Jul 00
LID75		D	EST SICILIA	LIRR	MIL	N	WGE				B	FL240	05000AMSL	BY NOTAM	VMC-IMC	200113	24 Jan 02
LID84		D	PONZA	LIPP	ROMA MIL	N	WGE	ROMA MIL	123.225 M	268.725 M	L	FL195	FL115	CONT	VMC-IMC	200309	31 Dec 98
LID87		D	FALCONARA	LIPP	PADOVA MIL	WGE	WGE	PADOVA MIL	129.375 M	235.15  M	L	FL195	FL125	CONT	VMC-IMC	200202	31 Dec 98
LID91(A)		D	MAR LIGURE	LIMM	MILANO MIL	N	WGE	MILANO MIL	129.825 M	233.55  M	L	006000AMSL	00500AMSL	MON-FRI 0900-2400Z++	VMC-IMC	200602	13 Jul 00
LID91(B)		D	LIGURIA	LIMM	MILANO MIL	N	WGE	MILANO MIL	129.825 M	233.55  M	B	FL240	06000AMSL	MON-FRI 0900-2400Z++	VMC-IMC	200602	24 Jan 02
LIP104		P	VILLABONA DI GOITO	LI	CIV	WGE	WGE				L	001500AGL	GND	CONT	VMC-IMC	200203	13 Jul 00
LIP109		P	TORRIANA	LI	CIV	WGE	WGE				L	001500AGL	GND	CONT	VMC-IMC	200110	13 Jul 01
LIP16		P	PRATOLA PELIGNA	LIRR	CIV	WGE	WGE				L	003000AGL	GND	CONT	VMC-IMC	200203	15 Sep 94
LIP17		P	LA MADDALENA	LIRR	MIL	WGE	WGE				L	FL195	GND	CONT	VMC-IMC	200108	12 Aug 99
LIP2		P	LA SPEZIA	LIMM	MIL	WGE	WGE				L	FL195	GND	CONT	VMC-IMC	200203	12 Aug 99
LIP27		P	TARANTO	LIBB	MIL	WGE	WGE				L	FL195	GND	CONT	VMC-IMC	200009	12 Aug 99
LIP3		P	LERICI	LIMM	MIL	N	WGE				B	UNLTD	GND	INTMT	VMC-IMC	200511	12 Aug 99
LIP31		P	AUGUSTA	LIRR	MIL	WGE	WGE				L	FL195	GND	CONT	VMC-IMC	200009	12 Aug 99
LIP52		P	FERRARA	LIPP	CIV	WGE	WGE				L	002000AGL	GND	CONT	VMC-IMC	200112	04 Oct 79
LIP55		P	TORRE VENERI	LIBB	MIL	WGE	WGE				L	001500AMSL	GND	CONT	VMC-IMC	200203	12 Aug 99
LIP57		P	ISPRA (LAGO MAGGIORE)	LIMM	CIV	WGE	WGE				L	002000AMSL	GND	CONT	VMC-IMC	200108	31 Dec 98
LIP86		P	TEMPLI DI AGRIGENTO	LIRR	CIV	WGE	WGE				L	005000AGL	GND	CONT	VMC-IMC	200009	12 Nov 92
LIP89		P	RAVENNA	LIPP	CIV	WGE	WGE				L	FL80	GND	CONT	VMC-IMC	200009	25 Mar 76
