ARPT_IDENT	PROC	TRM_IDENT	ICAO	ES_ALT	JULIAN_DATE	AMDT_NO	OPR	HOST_CTRY_AUTH	CYCLE_DATE	ALT_MIN	TRAN_ALT	TRAN_LVL	RTE_TYPE_QUAL
US12426	3	D31C   VORDME RW31C	KDLF	16000	2006047	1	USAF		200602	T			
US12426	3	D31C-H HI VORDME RW31C	KDLF	16000	2006047	1	USAF		200602	T			
US12426	3	G13C   RNAV (GPS) RW13C	KDLF	16000	2006047		USAF		200603	T			
US12426	3	G31C   RNAV (GPS) RW31C	KDLF	16000	2006047		USAF		200603	T			
US12426	3	I13C   ILS RW13C	KDLF	16000	2006047	1	USAF		200602	T			
US12426	3	I13C-H HI ILS RW13C	KDLF	16000	2006047	1	USAF		200602	T			
US12426	3	I31C   ILS RW31C	KDLF	16000	2006047	1	USAF		200602	T			
US12426	3	I31C-H HI ILS RW31C	KDLF	16000	2006047	1	USAF		200602	T			
US12426	3	T13C   TACAN RW13C	KDLF	16000	2006047		USAF		200602	T			
US12426	3	T13C-H HI TACAN RW13C	KDLF	16000	2006047		USAF		200602	T			
US12426	3	T31C   TACAN RW31C	KDLF	16000	2006047	1	USAF		200602	T			
US12426	3	T31C-H HI TACAN RW31C	KDLF	16000	2006047	1	USAF		200602	T			
US12464	1	BASET2	KLAX		2004218		FAA		200408	TA			
US12464	1	CIVET5	KLAX		2006047		FAA		200602	TA			
US12464	1	DOWNE4	KLAX		2006047		FAA		200602	TA			
US12464	1	JLI4   JULIAN 4	KLAX		2004050		FAA		200402	TA			
US12464	1	KIMMO2	KLAX		2004050		FAA		200402	TA			
US12464	1	LEENA4	KLAX		2004106		FAA		200404	TA			
US12464	1	MITTS2	KLAX		2006047		FAA		200602	TA			
US12464	1	MOOR3  MOORPARK 3	KLAX		2004050		FAA		200404	TA			
US12464	1	MUDDE4	KLAX		2002276		FAA		200210	TA			
US12464	1	OCEAN2	KLAX		2004330		FAA		200412	TA			
US12464	1	PDZ4   PARADISE 4	KLAX		2004050		FAA		200404	TA			
US12464	1	RDEYE2 REDEYE 2	KLAX		2006047		FAA		200602	TA			
US12464	1	REEDR3	KLAX		2006047		FAA		200602	TA			
US12464	1	SADDE6	KLAX		2004050		FAA		200402	TA			
US12464	1	SEAVU1	KLAX		2006047		FAA		200602	TA			
US12464	1	SHIVE1	KLAX		2004106		FAA		200404	TA			
US12464	1	VISTA2	KLAX		2004162		FAA		200406	TA			
US12464	1	YENNI1	KLAX		2004050		FAA		200402	TA			
US12464	2	CHATY2	KLAX		2004050		FAA		200402	TA			
US12464	2	GABRE5	KLAX		2004050		FAA		200402	TA			
US12464	2	GMN4   GORMAN 4	KLAX		2004050		FAA		200404	TA			
US12464	2	HOLTZ6	KLAX		2006047		FAA		200602	TA			
US12464	2	IMPER1	KLAX		2004050		FAA		200402	TA			
US12464	2	KWYET1	KLAX		2005244		FAA		200509	TA			
US12464	2	LOOP4	KLAX		2004050		FAA		200402	TA			
US12464	2	SEBBY4	KLAX		2005244		FAA		200509	TA			
US12464	2	VTU5   VENTURA 5	KLAX		2005244		FAA		200509	TA			
US12464	3	G06L   RNAV (GPS) RW06L	KLAX		2005356		FAA		200513	TA			J
US12464	3	G06R   RNAV (GPS) RW06R	KLAX		2005356		FAA		200513	TA			J
US12464	3	G07L   RNAV (GPS) RW07L	KLAX		2005132	A	FAA		200505	TA			J
US12464	3	G07R   RNAV (GPS) RW07R	KLAX		2005132	A	FAA		200505	TA			J
US12464	3	G24L   RNAV (GPS) RW24L	KLAX		2005132		FAA		200505	TA			J
US12464	3	G24R   RNAV (GPS) RW24R	KLAX		2005132		FAA		200505	TA			J
US12464	3	G25L   RNAV (GPS) RW25L	KLAX		2005132	A	FAA		200505	TA			J
US12464	3	G25R   RNAV (GPS) RW25R	KLAX		2005132	A	FAA		200505	TA			J
US12464	3	I06L   ILS RW06L	KLAX		2005132	11	FAA		200505	TA			
US12464	3	I06R   ILS RW06R	KLAX		2005132	16	FAA		200505	TA			
US12464	3	I07L   ILS RW07L	KLAX		2005132	4	FAA		200505	TA			
US12464	3	I07R   ILS RW07R	KLAX		2005132	5	FAA		200505	TA			
US12464	3	I24L   ILS RW24L	KLAX		2006047	24	FAA		200602	TA			
US12464	3	I24R   ILS RW24R	KLAX		2006047	23	FAA		200602	TA			
US12464	3	I25L   ILS RW25L	KLAX		2006047	9	FAA		200602	TA			
US12464	3	I25R   ILS RW25R	KLAX		2006047	15	FAA		200602	TA			
US12464	3	L24L   LOC RW24L	KLAX		2006047	24	FAA		200602	TA			
US12464	3	L24R   LOC RW24R	KLAX		2006047	23	FAA		200602	TA			
US12464	3	L25L   LOC RW25L	KLAX		2006047	9	FAA		200602	TA			
US12464	3	L25R   LOC RW25R	KLAX		2006047	15	FAA		200602	TA			
US12526	3	I05    ILS RW05	KANB		2003135	1B	FAA		200305	TA			
US12526	3	N05    NDB RW05	KANB		2003359	2	FAA		200313	TA			
US12526	3	O05    GPS RW05(OVERLAY)	KANB		2003359	2	FAA		200313	TA			
US12650	1	GONNE2	KCLE		2004330		FAA		200412	TA			
US12650	1	KEATN2	KCLE		2004330	1A	FAA		200412	TA			
US12650	1	WAKEM2	KCLE		2004330		FAA		200412	TA			
US12650	3	D10    VORDME (RNAV) RW10	KCLE		2005356	12A	FAA		200513	TA			
US12650	3	G06L   RNAV (GPS) RW06L	KCLE		2005356	1	FAA		200513	TA			J
US12650	3	G06R   RNAV (GPS) RW06R	KCLE		2005356	1	FAA		200513	TA			J
US12650	3	G10    RNAV (GPS) RW10	KCLE		2005356		FAA		200513	TA			J
US12650	3	G24L   RNAV (GPS) RW24L	KCLE		2005356	1	FAA		200513	TA			J
US12650	3	G24R   RNAV (GPS) RW24R	KCLE		2005356	1	FAA		200513	TA			J
US12650	3	G28    RNAV (GPS) RW28	KCLE		2005356		FAA		200513	TA			J
US12650	3	I06L   ILS RW06L	KCLE		2005356	2	FAA		200513	TA			
US12650	3	I06L-2 ILS PRM RW06L	KCLE		2005356		FAA		200513	TA			
US12650	3	I06R   ILS RW06R	KCLE		2005356	19B	FAA		200513	TA			
US12650	3	I24L   ILS RW24L	KCLE		2005356	19	FAA		200513	TA			
US12650	3	I24R   ILS RW24R	KCLE		2005356	3	FAA		200513	TA			
US12650	3	I28    ILS RW28	KCLE		2005356		FAA		200513	TA			
US12650	3	L06L   LOC RW06L	KCLE		2005356	1	FAA		200513	TA			
US12650	3	L06R   LOC RW06R	KCLE		2005356	19B	FAA		200513	TA			
US12650	3	L24L   LOC RW24L	KCLE		2005356	19	FAA		200513	TA			
US12650	3	L24R   LOCDME RW24R	KCLE		2005356	3	FAA		200513	TA			
US12650	3	N06R   NDB RW06R	KCLE		2005356	6	FAA		200513	TA			
US12650	3	O10    GPS RW10(OVERLAY)	KCLE		2005020	12A	FAA		200501	TA			
US12661	1	ENO3   SMYRNA 3	KDOV		2006047		FAA		200602	T			
US12661	2	SIE5   SEA ISLE 5	KDOV		2005132		USAF		200505	T			
US12661	3	D01    VORDME RW01	KDOV	04400	2005132		USAF		200505	T			
US12661	3	D32    VORDME RW32	KDOV	04400	2005132		USAF		200505	T			
US12661	3	I01    ILS RW01	KDOV	04400	2005132	1	USAF		200505	T			
US12661	3	I19    ILS RW19	KDOV	04400	2006075	1	USAF		200603	T			
US12661	3	S01    VOR RW01	KDOV	04400	2005132		USAF		200505	T			
US12661	3	S32    VOR RW32	KDOV	04400	2005132		USAF		200505	T			
US12661	3	T01-1  TACAN Z RW01	KDOV	04400	2005132		USAF		200505	T			
US12661	3	T01-3  TACAN Y RW01	KDOV	04400	2005132		USAF		200505	T			
US12661	3	T19    TACAN RW19	KDOV	04400	2005132		USAF		200505	T			
US12661	3	T32-1  TACAN Z RW32	KDOV	04400	2005132		USAF		200505	T			
US12661	3	T32-3  TACAN Y RW32	KDOV	04400	2005132		USAF		200505	T			
US12681	3	I04    ILSDME RW04	KESN		2005300		FAA		200511	ANA			
US12681	3	L04    LOCDME RW04	KESN		2005300		FAA		200511	ANA			
US12681	3	N22    NDB RW22	KESN		2005300	8A	FAA		200511	ANA			
US12681	3	O22    GPS RW22(OVERLAY)	KESN		2005300	8A	FAA		200511	ANA			
US12692	1	CINCE5	KCVG		2006047		FAA		200602	A			
US12692	1	JAVIT1	KCVG		2006047		FAA		200602	A			
US12692	1	MOSEY5	KCVG		2006047		FAA		200602	A			
US12692	1	SHB1   SHELBYVILLE 1	KCVG		2005300		FAA		200511	A			
US12692	1	SWEED7	KCVG		2006047		FAA		200602	A			
US12692	1	TARNE3	KCVG		2004050		FAA		200402	A			
US12692	2	BLGRS7 BLUEGRASS 7	KCVG		2005300		FAA		200511	A			
US12692	2	REDSS5	KCVG		2004330		FAA		200412	A			
US12692	2	RHOMM1 RHOMM 1	KCVG		2005300		FAA		200513	A			
US12692	2	ROCKT2	KCVG		2005244		FAA		200509	A			
US12692	2	WHWTR5 WHITEWATER5	KCVG		2005356		FAA		200513	A			
US12692	3	G09    RNAV (GPS) RW09	KCVG		2005356		FAA		200513	A			J
US12692	3	G18C   RNAV (GPS) RW18C	KCVG		2005356	A	FAA		200513	A			J
US12692	3	G18L   RNAV (GPS) RW18L	KCVG		2005356		FAA		200513	A			J
US12692	3	G18R   RNAV (GPS) RW18R	KCVG		2005356		FAA		200513	A			J
US12692	3	G36C   RNAV (GPS) RW36C	KCVG		2005356	A	FAA		200513	A			J
US12692	3	G36L   RNAV (GPS) RW36L	KCVG		2006047	A	FAA		200602	A			J
US12692	3	G36R   RNAV (GPS) RW36R	KCVG		2005356		FAA		200513	A			J
US12692	3	I09    ILS RW09	KCVG		2005356	17	FAA		200513	A			
US12692	3	I18C   ILS RW18C	KCVG		2006047	21	FAA		200602	A			
US12692	3	I18L   ILS RW18L	KCVG		2005356	6	FAA		200513	A			
US12692	3	I18R   ILS RW18R	KCVG		2005356	A	FAA		200601	A			
US12692	3	I27    ILS RW27	KCVG		2005356	16	FAA		200513	A			
US12692	3	I36C   ILS RW36C	KCVG		2005356	40	FAA		200513	A			
US12692	3	I36L   ILS RW36L	KCVG		2005356	A	FAA		200601	A			
US12692	3	I36R   ILS RW36R	KCVG		2005356	7	FAA		200513	A			
US12692	3	L09    LOC RW09	KCVG		2005356	17	FAA		200513	A			
US12692	3	L18C   LOC RW18C	KCVG		2006047	21	FAA		200602	A			
US12692	3	L18L   LOC RW18L	KCVG		2005356	6	FAA		200513	A			
US12692	3	L18R   LOC RW18R	KCVG		2005356	A	FAA		200601	A			
US12692	3	L27    LOC RW27	KCVG		2005356	16	FAA		200513	A			
US12692	3	L36C   LOC RW36C	KCVG		2005356	40	FAA		200513	A			
US12692	3	L36L   LOC RW36L	KCVG		2005356	A	FAA		200601	A			
US12692	3	L36R   LOC RW36R	KCVG		2005356	7	FAA		200513	A			
US12716	3	D21    VORDME RW21	KZ		2004274	9A	FAA		200410	ANA			
US12716	3	I03    ILS RW03	KZ		2004274	4A	FAA		200410	ANA			
US12716	3	O03    GPS RW03(OVERLAY)	KZ		2004274	14	FAA		200410	ANA			
US12716	3	S03    VOR RW03	KZ		2004274	14	FAA		200410	ANA			
US12756	3	EVORA  VOR-A	KZ		2006047	3	FAA		200602	ANA			
US12756	3	OGPSA  GPS-A(OVERLAY)	KZ		2006047	3	FAA		200602	ANA			
US12843	2	CHINA3	KZ		2005300		USN		200511				
US12843	2	SALTD2	KZ		2004246		USN		200409				
US12843	3	G32    RNAV (GPS) RW32	KZ	16500	2004050		USN		200402				
US12843	3	T32    TACAN RW32	KZ	16500	2004050		USN		200509				
US12843	3	T32-H  HI TACAN RW32	KZ	16500	2004050		USN		200509				
US12972	3	EVORA  VOR-A	KZ		2004162	13	FAA		200406	ANA			
US12972	3	S26    VOR RW26	KZ		2003359	6	FAA		200313	ANA			
US12993	3	G30    RNAV (GPS) RW30	KHON		2005188	1	FAA		200507	TA			J
US12993	3	I12    ILS RW12	KHON		2005188	9B	FAA		200507	TA			
US12993	3	L30    LOCDME BC RW30	KHON		2005188	13	FAA		200507	TA			
US12993	3	N12    NDB RW12	KHON		2005188	20C	FAA		200507	TA			
US12993	3	O12    GPS RW12(OVERLAY)	KHON		2005188	21B	FAA		200507	TA			
US12993	3	S12    VOR RW12	KHON		2005188	21B	FAA		200507	TA			
US13107	2	CINGA2 CINGA2 (RNAV)	PAJN		2005244		FAA		200509	TA			
US13107	2	CUSHI2	PAJN		2003247		FAA		200310	TA			
US13107	2	HNS1	PAJN		2003247		FAA		200310	TA			
US13107	2	JNU2   JUNEAU2	PAJN		2003247		FAA		200310	TA			
US13107	2	LYNNS2	PAJN		2003247		FAA		200310	TA			
US13107	3	G08    RNAV (GPS) V RW08	PAJN		2004162	A	FAA		200406	TA			J
US13107	3	N08    NDB 1 RW08	PAJN		2003247	10B	FAA		200310	TA			
US13107	3	Q08    NDB(DME) 1 RW08	PAJN		2003023	10B	FAA		200301	TA			
US13107	3	X08    LDA 1 RW08	PAJN		2003247	10B	FAA		200310	TA			
US13213	2	BYRON1	KZ		2004050		FAA		200402	A			
US13213	2	LIVR1  LIVERMORE 1	KZ		2005356		FAA		200513	A			
US13213	3	I25R   ILS RW25R	KZ		2006047	7A	FAA		200602	A			
US13362	3	G29    GPS RW29	KLFT		2005356	A	FAA		200513	TA			
US13362	3	I04R   ILS RW04R	KLFT		2005356	A	FAA		200601	TA			
US13362	3	I22L   ILS RW22L	KLFT		2005356	4C	FAA		200513	TA			
US13362	3	L04R   LOCDME RW04R	KLFT		2005356	A	FAA		200601	TA			
US13362	3	N22L   NDB RW22L	KLFT		2005356	4B	FAA		200513	TA			
US13362	3	O22L   GPS RW22L(OVERLAY)	KLFT		2005356	4A	FAA		200513	TA			
US13374	3	D13    VORDME RW13	KBKE		2005076	11A	FAA		200503	TA			
US13383	3	O31    GPS RW31(OVERLAY)	KZ		2003303	6	FAA		200311				
US13383	3	S31    VOR RW31	KZ		2003303	6	FAA		200311				
US13431	1	DYLIN2	KEWR		2006047		FAA		200602	TA			
US13431	1	FQM1   WILLIAMSPORT 1	KEWR		2006047		FAA		200602	TA			
US13431	1	HELON1	KEWR		2006047		FAA		200602	TA			
US13431	1	PENNS2	KEWR		2006047		FAA		200602	TA			
US13431	1	RUUTH1	KEWR		2004050		FAA		200402	TA			
US13431	1	SHAFF5	KEWR		2006047		FAA		200602	TA			
US13431	3	D22L   VORDME RW22L	KEWR		2005300	B	FAA		200511	TA			
US13431	3	D22R   VORDME RW22R	KEWR		2005300	4B	FAA		200511	TA			
US13431	3	G04L   RNAV (GPS) RW04L	KEWR		2006019	1	FAA		200601	TA			J
US13431	3	G04R   RNAV (GPS) RW04R	KEWR		2006019	1	FAA		200601	TA			J
US13431	3	G11    RNAV (GPS) RW11	KEWR		2005300	A	FAA		200511	TA			J
US13431	3	G22L   RNAV (GPS) RW22L	KEWR		2006019	1	FAA		200601	TA			J
US13431	3	G22R   RNAV (GPS) RW22R	KEWR		2005300		FAA		200511	TA			J
US13431	3	I04L   ILS RW04L	KEWR		2006047	13	FAA		200602	TA			
US13431	3	I04R   ILS RW04R	KEWR		2006047	12A	FAA		200602	TA			
US13431	3	I22L   ILS RW22L	KEWR		2005300	11A	FAA		200511	TA			
US13448	3	N27    NDB RW27	KZ		2004218	3	FAA		200408	T			
US13499	3	EVORF  VORDME-F	KMHK		2005020	B	FAA		200501	TA			
US13499	3	EVORH  VOR-H	KMHK		2005020	14B	FAA		200501	TA			
US13499	3	FNDBA  NDBA	KMHK		2005020	19C	FAA		200501	TA			
US13499	3	I03    ILS RW03	KMHK		2005020	6C	FAA		200501	TA			
US13499	3	OGPSA  GPS-A(OVERLAY)	KMHK		2005020	19C	FAA		200501	TA			
US13499	3	OGPSF  GPS-F(OVERLAY)	KMHK		2005020	B	FAA		200501	TA			
US13499	3	S03    VOR RW03	KMHK		2005020	17C	FAA		200501	TA			
US13528	3	D35    VORDME RW35	KZ		2002332	5A	FAA		200212				
US13528	3	S17    VOR RW17	KZ		2003023	10A	FAA		200301				
US13650	3	O18    GPS RW18(OVERLAY)	KZ		2005356	6B	FAA		200513				
US13650	3	S18    VOR RW18	KZ		2005356	6B	FAA		200513				
US13751	3	B28L   LOC BC RW28L	KBOI		2004050	A	FAA		200502	TA			
US13751	3	B28L-H HI LOC/DME BC RW28L	KBOI	14100	2003359	2A	USAF		200405	TA			
US13751	3	D10L   VORDME RW10L	KBOI		2003135	1A	FAA		200602	TA			
US13751	3	D10R   VORDME RW10R	KBOI		2003135	A	FAA		200405	TA			
US13751	3	D10R-H HI VORDME RW10R	KBOI	14100	2003359	A	USAF		200405	TA			
US13751	3	D28L   VORDME RW28L	KBOI		2003135	1B	FAA		200305	TA			
US13751	3	D28L-H HI VORDME RW28L	KBOI	14100	2003359	2A	USAF		200405	TA			
US13751	3	G10L   RNAV (GPS) RW10L	KBOI		2003135		FAA		200413	TA			J
US13751	3	G10R   RNAV (GPS) RW10R	KBOI		2003247	A	FAA		200309	TA			J
US13751	3	G28L   RNAV (GPS) RW28L	KBOI		2005048	1A	FAA		200502	TA			J
US13751	3	G28R   RNAV (GPS) RW28R	KBOI		2005356	1	FAA		200513	TA			J
US13751	3	I10R   ILS RW10R	KBOI		2004050	8D	FAA		200509	TA			
US13751	3	I10R-H HI ILS RW10R	KBOI	14100	2004050	2A	USAF		200509	TA			
US13751	3	T10L   TACAN RW10L	KBOI		2003135	1A	FAA		200602	TA			
US13751	3	T10R-H HI TACAN RW10R	KBOI	14100	2003359	A	USAF		200405	TA			
US13751	3	T28L   TACAN RW28L	KBOI		2003135	1B	FAA		200305	TA			
US13751	3	T28L-H HI TACAN RW28L	KBOI	14100	2003359	2A	USAF		200405	TA			
US13753	3	D14    VORDME RW14	KZ		2005020	4A	FAA		200501	TANA			
US13753	3	D32    VORDME RW32	KZ		2005132	4B	FAA		200505	TANA			
US13753	3	O14    GPS RW14(OVERLAY)	KZ		2005020	4A	FAA		200501	TANA			
US13753	3	O32    GPS RW32(OVERLAY)	KZ		2005132	4B	FAA		200505	TANA			
US13895	3	D22    VORDME RW22	KLYH		2003079	8B	FAA		200303	TA			
US13895	3	I04    ILS RW04	KLYH		2003079	15A	FAA		200303	TA			
US13895	3	O04    GPS RW04(OVERLAY)	KLYH		2004050	11D	FAA		200402	TA			
US13895	3	S04    VOR RW04	KLYH		2004050	11D	FAA		200402	TA			
US13913	2	CMA4   CAMARILLO 4	KZ		2005244		FAA		200509	TA			
US13913	2	SKIFF5	KZ		2005244		FAA		200509	TA			
US13913	3	I25    ILS RW25	KZ		2005244	10	FAA		200509	TA			
US13913	3	L25    LOC RW25	KZ		2005244	10	FAA		200509	TA			
US13938	2	OBERS2	KZ		2005188		FAA		200601	TANA			
US13938	3	I23    ILS RW23	KZ		2005356	14E	FAA		200513	TANA			
US13999	3	D26    VORDME RW26	KZ		2005328		USA		200512	T			
US13999	3	G26    RNAV (GPS) RW26	KZ		2005328		USA		200512	T			J
US14079	3	GGPSB  GPS-B	PAPG		2003079		FAA		200401	TA			
US14079	3	XD     LDADME-D	PAPG		2003079		FAA		200303	TA			
US14163	3	EVORA  VORDME-A	KZ		2005188	7	FAA		200507	ANA			
US14163	3	I02    ILS RW02	KZ		2005188		FAA		200507	ANA			
US14163	3	L02    LOC RW02	KZ		2005188		FAA		200507	ANA			
US14264	1	DANDD5	KBJC		2005244		FAA		200509	TA			
US14264	1	LANDR5	KBJC		2005244		FAA		200509	TA			
US14264	1	LARKS5	KBJC		2004274		FAA		200410	TA			
US14264	1	POWDR5	KBJC		2005244		FAA		200509	TA			
US14264	1	QUAIL5	KBJC		2005244		FAA		200509	TA			
US14264	1	RAMMS5	KBJC		2005244		FAA		200509	TA			
US14264	1	SAYGE5	KBJC		2005244		FAA		200509	TA			
US14264	1	TOMSN4	KBJC		2005244		FAA		200509	TA			
US14264	2	PIKES3	KBJC		2004050		FAA		200411	TA			
US14264	2	PLAIN3 PLAINS3	KBJC		2004106		FAA		200404	TA			
US14264	2	ROCKI4	KBJC		2004106		FAA		200404	TA			
US14264	2	YELLO3 YELLOWSTONE3	KBJC		2004162		FAA		200406	TA			
US14264	3	D29L   VORDME RW29L	KBJC		2006047		FAA		200602	TA			
US14264	3	D29R3  VORDME RW29R	KBJC		2006047		FAA		200602	TA			
US14264	3	G29L   GPS RW29L	KBJC		2006047		FAA		200602	TA			
US14264	3	G29R   GPS RW29R	KBJC		2006047		FAA		200602	TA			
US14264	3	I29R   ILS RW29R	KBJC		2006047	13A	FAA		200602	TA			
US14390	3	EVORA  VOR-A	KZ		2003303	4	FAA		200311	ANA			
US14390	3	G13    RNAV (GPS) RW13	KZ		2003303		FAA		200311	ANA			J
US14390	3	G31    RNAV (GPS) RW31	KZ		2003303		FAA		200311	ANA			J
US14435	1	DODJE3	KZ		2005272		FAA		200510	T			
US14435	1	MOTZA6	KZ		2004330		FAA		200412	T			
US14435	1	SASIE2	KZ		2004330		FAA		200412	T			
US14435	1	SLUGG5	KZ		2004050		FAA		200402	T			
US14435	2	DALL8  DALLAS 8	KZ		2005188		FAA		200507	T			
US14435	2	GARL2  GARLAND2	KZ		2005188		FAA		200507	T			
US14435	2	HUBB5  HUBBARD5	KZ		2004106		FAA		200507	T			
US14435	2	JPOOL2 JOE POOL2	KZ		2005300		FAA		200511	T			
US14435	2	KING51 KING5(FUZ)	KZ		2004162		FAA		200406	T			
US14435	2	KING53 KING5(TTT)	KZ		2004162		FAA		200406	T			
US14435	2	TEX8   TEXOMA 8	KZ		2005188		FAA		200507	T			
US14435	2	WORTH4	KZ		2005188		FAA		200507	T			
US14435	3	I17    ILS RW17	KZ	03600	2005272		USN		200510	T			
US14435	3	I17-H  HI ILS RW17	KZ	03600	2005272		USN		200510	T			
US14435	3	I35    ILS RW35	KZ	03600	2005272		USN		200510	T			
US14435	3	I35-H  HI ILS RW35	KZ	03600	2005272		USN		200510	T			
US14435	3	T17    TACAN RW17	KZ	03600	2005272		USN		200510	T			
US14435	3	T17-H  HI TACAN  RW17	KZ	03600	2005272		USN		200510	T			
US14435	3	T35    TACAN RW35	KZ	03600	2005272		USN		200510	T			
US14435	3	T35-H  HI TACAN RW35	KZ	03600	2005272		USN		200510	T			
US14472	3	D17    VORDME RW17	KGCK		2005076	1A	FAA		200503				
US14472	3	I35    ILS RW35	KGCK		2005076		FAA		200503				
US14472	3	O17    GPS RW17(OVERLAY)	KGCK		2005076	10	FAA		200503				
US14472	3	S17    VOR RW17	KGCK		2005076	10	FAA		200503				
US14514	3	G20    GPS RW20	KSIK		2005356	B	FAA		200513	ANA			
US14514	3	S20    VOR RW20	KSIK		2005356	3C	FAA		200513	ANA			
US14530	3	L03    LOC RW03	KZ		2003359	C	FAA		200313	TA			
US14530	3	N03    NDB RW03	KZ		2005076	5	FAA		200503	TA			
US14539	3	I05    ILS RW05	KGON		2006047	11	FAA		200602	TA			
US14539	3	L05    LOC RW05	KGON		2006047	11	FAA		200602	TA			
US14539	3	S05    VOR RW05	KGON		2005300	8	FAA		200511	TA			
US14539	3	S23    VOR RW23	KGON		2005300	10	FAA		200511	TA			
US14585	3	EVORA  VOR-A	KZ		2005020	4	FAA		200501	T			
US14585	3	OGPSA  GPS-A(OVERLAY)	KZ		2005020	4	FAA		200501	T			
US14812	3	G13    RNAV (GPS) RW13	KZ		2002276	A	FAA		200212	ANA			J
US14812	3	G31    RNAV (GPS) RW31	KZ		2003359	A	FAA		200313	ANA			J
US14812	3	N31    NDB RW31	KZ		2002052	1	FAA		200202	ANA			
US14870	2	CRONA1	KALM		2004050		FAA		200402	TANA			
US14870	3	D03    VORDME RW03	KALM		2004050	A	FAA		200402	TANA			
US14870	3	G03    RNAV (GPS) RW03	KALM		2004050	A	FAA		200402	TANA			J
US14870	3	S03    VOR RW03	KALM		2004050	2A	FAA		200402	TANA			
US14881	3	B13    LOC/DME BC RW13	KMOT		2005132	7	FAA		200505	TA			
US14881	3	I31    ILS RW31	KMOT		2004218	9B	FAA		200408	TA			
US14881	3	O08    GPS RW08(OVERLAY)	KMOT		2004218	10B	FAA		200408	TA			
US14881	3	O26    GPS RW26(OVERLAY)	KMOT		2004218	12A	FAA		200408	TA			
US14881	3	S08    VOR RW08	KMOT		2004218	10B	FAA		200408	TA			
US14881	3	S26    VOR RW26	KMOT		2004218	12A	FAA		200408	TA			
US14909	2	SCHOF1 SCHOFIELD1	PHHI		2005020		USA		200501	TANA			
US14909	3	EVORB  VOR-B	PHHI	07800	2004218	2	USA		200408	TANA			
US14909	3	FNDBA  NDBA	PHHI	07800	2005020	1	USA		200501	TANA			
US14909	3	OGPSA  GPS-A (OVERLAY)	PHHI	07800	2005020	1	USA		200501	TANA			
US14909	3	TTACB  TACAN B	PHHI	07800	2004218	2	USA		200408	TANA			
US14964	3	EVORA  VOR-A	KZ		2004330	6	FAA		200412	A			
US14964	3	OGPSA  GPS-A(OVERLAY)	KZ		2004330	6	FAA		200412	A			
US15077	3	B13    LOC/DME BC RW13	KABR		2004050	10A	FAA		200402	ANA			
US15077	3	D13    VORDME RW13	KABR		2004050	12A	FAA		200402	ANA			
US15077	3	I31    ILS RW31	KABR		2004050	13	FAA		200402	ANA			
US15077	3	N31    NDB RW31	KABR		2003359	10A	FAA		200313	ANA			
US15077	3	O13    GPS RW13(OVERLAY)	KABR		2004050	12A	FAA		200503	ANA			
US15077	3	O31    GPS RW31(OVERLAY)	KABR		2004050	20A	FAA		200402	ANA			
US15077	3	S31    VOR RW31	KABR		2004050	20A	FAA		200402	ANA			
US15103	3	B14    LOC BC RW14	KFWA		2005356	13A	FAA		200513	TA			
US15103	3	B14-H  HI LOC BC RW14	KFWA	03100	2005132	2	FAA		200505	TA			
US15103	3	I05    ILS RW05	KFWA		2006019	14B	FAA		200601	TA			
US15103	3	I05-H  HI ILS/DME RW05	KFWA	03100	2003331		USAF		200406	TA			
US15103	3	I32    ILS RW32	KFWA		2005356	28	USAF		200513	TA			
US15103	3	I32-H  HI ILS RW32	KFWA	03100	2003331		USAF		200406	TA			
US15103	3	L05    LOC RW05	KFWA		2006019	14B	FAA		200601	TA			
US15103	3	N32    NDB RW32	KFWA		2005356	26	FAA		200513	TA			
US15103	3	S05    VOR RW05	KFWA		2005356	19	FAA		200513	TA			
US15103	3	S14    VOR RW14	KFWA		2005356	16	FAA		200513	TA			
US15103	3	S23    VOR RW23	KFWA		2005356	13	FAA		200513	TA			
US15103	3	T05    TACAN RW05	KFWA		2005356	19	FAA		200513	TA			
US15103	3	T05-H  HI TACAN RW05	KFWA	03100	2003331		USAF		200406	TA			
US15103	3	T14    TACAN RW14	KFWA		2005356	16	FAA		200513	TA			
US15103	3	T14-H  HI TACAN RW14	KFWA	03100	2004246		USAF		200409	TA			
US15103	3	T23    TACAN RW23	KFWA		2005356	13	FAA		200513	TA			
US15103	3	T23-H  HI TACAN RW23	KFWA	03100	2003331		USAF		200406	TA			
US15103	3	T32-H  HI TACAN RW32	KFWA	03100	2003331	3	USAF		200406	TA			
US15104	3	FNDBA  NDBA	KZ		2006047	6	FAA		200602	ANA			
US15241	3	G13    GPS RW13	KRDG		2003359	A	FAA		200313	TA			
US15241	3	G18    GPS RW18	KRDG		2003359	A	FAA		200313	TA			
US15241	3	I13    ILS RW13	KRDG		2003359		FAA		200313	TA			
US15241	3	I36    ILS RW36	KRDG		2003359	29	FAA		200313	TA			
US15241	3	N36    NDB RW36	KRDG		2003359	24A	FAA		200313	TA			
US15369	3	I15    ILS RW15	KMXF	04000	2004190		USAF		200407	T			
US15369	3	T15    TACAN RW15	KMXF	04000	2004190		USAF		200407	T			
US15369	3	T33    TACAN RW33	KMXF	04000	2004190	1	USAF		200407	T			
US15496	3	N05    NDB RW05	KZ		2005356	5A	FAA		200513	TANA			
