WPT_ID	WPT_CTRY	ICAO	DUP	INB_CRS	TURN_DIR	LENGTH	TIME	ALT_ONE	ALT_TWO	SPEED	TRACK_CD	NAV_IDENT	NAV_TYPE	NAV_CTRY	NAV_KEY_CD	CYCLE_DATE
OME	US	PAZA	20	2430	L	3					HM	OME	4	US	1	200313
ONALS	US	KZSE	20	3580	R	3					HM					200209
ONC	JA	RORG	10	2220	R		1.5	FL150	FL600	240	HM	ONC	2	JA	1	200307
ONL	US	KZMP	10	2560	R	3					HM	ONL	2	US	1	200209
OOD	US	KZDC	20	0320	L	3					HM	OOD	2	US	1	200209
OPACA	US	PHIK	00	2070	L	3					HM					200209
OPALE	CA	CZEG	10	0500	R	6					HM					200208
OPALE	CA	CZEG	20	0500	R	3					HM					200208
OPANA	US	PHHN	20	2490	L	4					HM					200509
OPPTO	US	KOZR	20	0880	R	3					HM					200209
ORAIL	US	PAZA	20	0030	R	3					HM					200411
ORBIS	SP	LECM	40	1540	R	4.4		FL210			HM					200407
ORD	US	KORD	10	0550	R	3					HM	ORD	4	US	1	200209
ORGAN	JA	RJTG	10	0720	R	7		FL190	FL260	265	HM					200307
ORW	US	KZBW	20	0580	L	4					HM	ORW	4	US	1	200209
OSH	US	KZAU	20	1270	R	3					HM	OSH	2	US	1	200501
OSMAX	GM	EDFF	20	1030	L	3		06000			HM					200402
OSMAX	GM	EDFF	40	1030	L	3		06000			HM					200313
OTAKI	JA	RJTT	40	0150	R	8					HM					200410
OTT	US	KZDC	10	0460	L	3					HM	OTT	2	US	1	200509
OTT	US	KZDC	20	0540	R	3					HM	OTT	2	US	1	200509
OWENA	US	KZAU	20	0580	R	3					HM					200209
OXI	US	KZAU	10	2970	L	3					HM	OXI	4	US	1	200209
OXI	US	KZAU	20	2970	L	3					HM	OXI	4	US	1	200209
OYSTY	US	KZHU	20	1730	R	5					HM					200602
PAD	GM	EDLP	40	0560	R	3		03000			HM	PAD	7	GM	1	200402
PALEO	US	KZDC	10	0530	L	3					HM					200209
PALMM	US	KZDC	10	0460	L	3					HM					200209
PANZE	US	KZDC	10	0490	L	3					HM					200209
PARLA	SP	LEMD	40	0730	R	5		FL110			HM	PDT	4	SP	1	200407
PARSO	US	KZBW	50	0670	R	3					HM	PSM	2	US	1	200209
PAULA	TH	VTBD	40	3350	R	3		FL130		240	HM					200403
PAULO	CA	CZQM	20	2090	R	3					HM					200209
PAZTA	US	KZNY	20	2620	R	3					HM					200209
PBI	US	KZMA	40	1650	L	3					HM	PBI	2	US	1	200511
PDT	SP	LECM	40	0730	R	3		FL170			HM	PDT	4	SP	1	200407
PDZ	US	KZLA	10	2100	R	3					HM	PDZ	2	US	1	200209
PEAKS	US	KZAB	20	2340	R	3					HM					200209
PEBBY	US	KZHU	10	1190	R	3					HM					200209
PEGBY	US	KZDC	10	0180	L	3					HM					200209
PEGBY	US	KZDC	20	0180	L	3					HM					200209
PEGIE	US	KZJX	20	0440	R	3					HM					200209
PEGRS	US	KZLA	10	3040	R	3					HM					200209
PEKON	US	KZHU	10	2730	R	3					HM	LCH	2	US	1	200209
PENCE	US	KZTL	20	2520	R	3					HM					200209
PENEY	US	KZDV	20	0800	L	3					HM					200209
PENNS	US	KZNY	40	1220	R	3					HM					200408
PEONY	JA	RJTG	10	0210	R	20		FL390	FL430	265	HM					200309
PERKS	US	KZDC	10	2590	R	3					HM					200209
PESAC	CA	CZUL	10	2660	L	3					HM					200509
PESAC	CA	CZUL	20	0860	L	3					HM					200509
PETTI	US	KSTL	40	2500	R	3					HM					200309
PG041	EZ	LKPR	50	3050	L	4.7					HM	PG	5	EZ	1	200404
PG085	EZ	LKPR	50	3050	L	4.9		04000			HM					200510
PINAR	SP	LECM	40	1790	L	5		FL160			HM					200407
PINNE	US	KZKC	20	3330	R	3					HM					200209
PIONE	US	KZLA	10	2480	L	3					HM					200209
PIPPI	US	KZHU	10	2250	R	8					HM					200601
PIRAT	US	KZOA	10	0570	L	3					HM					200209
PIRAT	US	KZOA	20	0570	L	3					HM					200209
PIVOT	US	KZAU	20	2610	R	4					HM					200511
PIVOT	US	KZAU	40	2610	R	3					HM					200511
PIZZE	US	KZSE	10	2840	L	3					HM					200209
PIZZE	US	KZSE	20	2840	L	3					HM					200313
PLAER	US	KZOB	20	0770	L	3					HM					200209
PLEEZ	US	KZOB	20	3150	R	3					HM					200209
PLUGS	US	KZMP	20	1530	R	3					HM					200209
PLUMB	US	PHZH	20	1400	L	3					HM					200209
PMD	US	KZLA	20	0900	L	3					HM	PMD	2	US	1	200209
PMM	US	KZAU	10	2540	R	3					HM	PMM	4	US	1	200209
PMM	US	KZAU	20	2530	R	3					HM	PMM	4	US	1	200511
PMM	US	KZAU	21	2530	R	3					HM	PMM	4	US	1	200209
PMM	US	KZAU	40	0730	R	3					HM	PMM	4	US	1	200511
PNT	US	KZAU	10	0340	L	3					HM	PNT	4	US	1	200511
PNT	US	KZAU	20	0340	L	3					HM	PNT	4	US	1	200511
POLAR	US	KZOB	20	1630	R	3					HM					200209
POM	IT	LIRN	40	0200	L	3		07000			HM	POM	4	IT	1	200502
POMAS	JA	RORG	10	2350	L	20		FL390	FL430	265	HM					200309
POOFE	US	KZOB	20	0510	L	3					HM					200209
POPER	US	KOZR	20	0090	L	3					HM	RRS	2	US	1	200209
PORTL	US	KPDX	40	3430	R	3					HM					200507
POS	SP	LECB	40	1520	R	3		05000			HM	POS	4	SP	1	200405
POSBA	SP	LESJ	40	1520	R	5					HM					200405
PPG	FR	LFMM	10	1810	L		1.5				HM	PPG	4	FR	1	200403
PRAGG	US	KDEN	40	3020	R	3					HM					200408
PRENO	US	KZBW	20	2480	L	3					HM					200209
PROTN	US	KZID	10	2380	R	3					HM					200412
PROUD	US	KZNY	20	0450	L	4					HM					200209
PRX	US	KZFW	20	2640	R	3					HM	PRX	4	US	1	200507
PSA	GM	EDFF	20	2910	R	3		05000			HM	PSA	5	GM	1	200402
PSA	GM	EDFF	40	2910	R	3		05000			HM	PSA	5	GM	1	200204
PSL15	TH	VTPP	50	3310	L	6		02200		230	HM	PSL	4	TH	1	200408
PSL97	TH	VTPP	50	3240	L	5		02200		230	HM					200408
PSL99	TH	VTPP	50	1400	R	5		01800		230	HM	PSL	4	TH	1	200408
PSP	US	KZLA	20	3040	R	3					HM	PSP	2	US	1	200209
PUC	US	KZLC	20	0090	R	3					HM	PUC	4	US	1	200209
PVD	US	KZBW	10	0540	R	3					HM	PVD	2	US	1	200209
PVD	US	KZBW	20	0540	R	3					HM	PVD	2	US	1	200209
PYE	US	KZOA	40	1450	R	3					HM	PYE	2	US	1	200403
QBALL	US	KSTL	40	3350	L	3					HM					200206
QPR	FR	LFRR	10	0380	R		1.5				HM	QPR	4	FR	1	200403
QUAIL	US	KZDV	40	3070	R	3					HM					200408
QUASH	US	KFLL	40	1400	L	3					HM					200511
RADDY	US	KZSE	10	2840	R	3					HM					200209
RAIDR	US	KZOA	40	1560	L	3					HM					200511
RAILS	US	KZKC	20	2260	R	4					HM					200511
RAINS	US	KZOA	10	0390	R	3					HM					200209
RAINS	US	KZOA	20	0390	R	3					HM					200209
RAJAY	BF	MYNN	20	1180	L	3		04000	11000		HM					200209
RAMMS	US	KZDV	10	1310	R	3					HM					200209
RAMMS	US	KZDV	20	1310	R	3					HM					200209
RASCL	US	KZKC	10	1110	R	3					HM					200409
RASCL	US	KZKC	20	1110	R	3					HM					200409
RAVED	GM	EDMM	20	2670	L	3		FL120	FL240	230	HM					200509
RAYMY	US	KZBW	20	2400	L	3					HM					200209
RAYMY	US	KZBW	21	2420	R	3					HM					200405
RBG	US	KZSE	50	1630	R	3					HM	RBG	4	US	1	200401
RBV	US	KZNY	20	0680	R	3					HM	RBV	2	US	1	200209
REACH	US	KZDC	20	0740	L	3					HM					200209
REDIN	US	KZLA	20	1240	L	3					HM					200406
REDMN	US	KZKC	10	2750	R	3					HM					200409
REDMN	US	KZKC	20	2750	R	3					HM					200409
REEKA	US	KZLC	28	0080	R	3					HM					200209
RENAT	KG	UAFM	30	2460	L	3					HM	MNS	4	KG	3	200602
RENTT	US	KZLA	10	2550	L	3					HM					200209
RESOR	US	KZLA	10	2100	L	3					HM					200409
RESOR	US	KZLA	40	2110	L	3					HM					200408
REUTL	GM	EDFF	40	3540	L	3		06000			HM					200204
REYES	US	KZLA	10	1300	R	3					HM					200209
RFD	US	KZAU	20	0980	L	3					HM	RFD	4	US	1	200209
RHODE	US	KZDC	10	0790	L	3					HM					200209
RID	GM	EDDF	40	2460	R	3		04000			HM	RID	4	GM	1	200204
RID	US	KZID	20	0840	R	3					HM	RID	2	US	1	200209
RIMON	IS	LLLL	40	1180	L	3		05000			HM					200410
RIPPI	US	KZTL	40	3110	L	11					HM					200507
RITSI	GM	EDDH	40	0320	R	3					HM					200502
RITTY	US	KZNY	20	2840	R	3					HM					200209
RITZS	US	KZOB	20	3220	L	3					HM	BSV	4	US	1	200209
RIVER	NL	EHAM	40	0440	R		1.0	FL70		250	HA	SPL	4	NL	1	200402
RIVRS	US	KZKC	10	1430	R	3					HM					200511
RIVRS	US	KZKC	20	1430	R	3					HM					200511
RIXAE	US	PADQ	00	2280	R	3					HM					200301
RLG	US	KZDV	10	0800	R	3					HM	RLG	4	US	1	200209
RLG	US	KZDV	20	0800	R	3					HM	RLG	4	US	1	200209
RMG	US	KZTL	40	1330	R	3					HM	RMG	2	US	2	200403
RMG	US	KZTL	41	3150	R	7					HM	RMG	2	US	2	200507
ROBEG	GM	EDDV	40	0080	R	3		04000			HM					200402
ROBRT	US	KZDC	20	2450	L	3					HM					200209
RODAN	US	KZBW	20	0710	L	4					HM					200509
RODRI	BE	EBBR	50	2830	R	4.8		04000			HM					200603
ROGSA	CA	CZUL	10	2030	R	3					HM					200509
ROGSA	CA	CZUL	20	0230	R	3					HM					200209
ROKIL	GM	EDDM	40	1280	R	3		05000			HM					200602
ROLIS	GM	EDFF	40	1600	L	3		FL100			HM					200407
RONLD	US	KLAX	40	3030	L	3					HM					200602
ROSBA	GM	EDUU	40	2770	L	3		05000			HM					200505
ROT	NL	EHRD	40	0290	R	3		02000		175	HA	ROT	5	NL	1	200402
ROTER	US	KDTW	40	3600	R	3					HM					200508
ROUEN	FR	LFPB	40	1780	L		1.5				HM					200405
RRIVR	US	KZDV	20	1980	R	3					HM					200209
RRS	US	KZJX	20	3060	R	3					HM	RRS	2	US	1	200209
RULEY	US	KZID	20	1110	L	3					HM					200209
RUNUW	US	PADK	20	2410	R	3					HM	ADK	7	US	1	200209
RUPIT	SP	LESJ	40	0930	L	5		04000			HM					200405
RUSTT	US	KZLA	40	2260	R	3					HM					200602
RWF	US	KZMP	40	0650	L	3					HM	RWF	4	US	1	200505
RYAHH	US	KZLA	20	2570	L	3					HM					200209
RYANN	US	KZOA	10	2990	R	3					HM					200209
RYANN	US	KZOA	20	2990	R	3					HM					200313
RYMAR	US	KZOA	20	2020	R	3					HM					200209
RYOSA	JA	RORG	10	0600	R	20		FL390	FL430	265	HM					200309
SAALR	RQ	TJZS	20	1650	R	3		12000	18000		HM					200210
SABAS	SP	LESJ	40	0540	R	5		04000			HM					200405
SABER	UK	EGLL	40	2660	L	3					HM	LAM	4	UK	1	200403
SABIN	US	KZTL	40	1760	L	5					HM					200507
SADIK	TU	LTBA	40	2820	R	3		05000			HM					200405
SAF	US	KZAB	20	3320	R	3					HM	SAF	2	US	1	200209
SAGIL	AJ	UBBA	00	0810	L		1.0	FL90	FL110	230	HM					200303
SAKKI	US	PHZH	20	2780	L	3					HM					200209
SALEM	US	KZBW	20	2380	L	3					HM					200209
SAMMB	US	KZDC	10	0550	R	3					HM					200209
SANDR	US	KZSE	20	0490	L	3					HM					200209
SANDY	JA	RJFF	50	1560	R	5		02000			HM					200406
SARDI	US	KZNY	20	0560	R	3					HM					200209
SARGS	US	KZLA	20	2550	R	3					HM					200209
SAU	FR	LFBB	10	2210	R		1.5				HM	SAU	1	FR	1	200403
SAU	US	KZOA	10	2150	R	3					HM	SAU	2	US	1	200311
SAU	US	KZOA	20	2150	R	3					HM	SAU	2	US	1	200311
SAUGS	US	KZLA	20	1390	L	3					HM					200209
SBV	US	KZDC	20	2120	R	3					HM	SBV	2	US	1	200209
SBV	US	KZDC	21	0800	R	3					HM	SBV	2	US	1	200501
SCUPP	US	KZBW	10	2620	R	3					HM					200209
SCUPP	US	KZBW	20	2620	R	3					HM					200209
SEG	US	KZNY	40	1990	R	3		06000	14000	210	HM	SEG	2	US	1	200501
SENTR	US	KZAU	10	3550	R	3					HA					200511
SHABA	IN	VABB	50	3440	L	3		08000		230	HM					200506
SHADY	US	KZTL	20	3060	R	3					HM					200209
SHAFF	US	KZNY	20	2090	L	3					HM					200209
SHAIK	CA	CZUL	20	0180	L	3					HM	YWK	4	CA	1	200209
SHIGI	US	PHZH	20	0780	R	3					HM					200209
SHINR	US	KJAX	40	3550	R	3					HM					200403
SHL	CH	ZGZU	20	3350	R	3					HM	SHL	4	CH	1	200209
SHOOF	US	KZAU	20	1680	R	4					HM					200209
SHOOZ	US	KZAU	20	0580	R	3					HM					200209
SIBER	US	KZAU	10	1330	L	3					HM					200209
SIE	SP	LECM	40	1070	R	3		FL170			HM	SIE	4	SP	1	200407
SIMCO	US	KZSE	30	2210	R	3					HM					200408
SINCA	US	KZTL	40	3110	R	15					HM					200507
SINDE	US	KZDC	10	2810	L	3					HM					200209
SINGR	US	KZAU	20	2590	R	3					HM					200209
SINHO	US	KZLA	40	1080	R	10				265	HM					200513
SIRON	IS	LLLL	40	1180	L	3		05000			HM					200410
SIT	US	PAZA	30	0010	L	3					HM	SIT	5	US	1	200602
SJI	US	KZHU	20	0580	R	3					HM	SJI	2	US	1	200501
SKE	JA	RJTG	10	0870	R		1.5	FL210	FL600	240	HM	SKE	4	JA	1	200307
SKETR	US	KZMP	40	0650	L	3					HM					200505
SKIER	US	KZDV	20	1750	L	3					HM					200209
SKILS	US	KZDC	20	1950	R	3					HM					200209
SKYPO	CA	CZVR	20	1600	R	3					HM					200208
SLI	US	KZLA	20	3510	L	3					HM	SLI	2	US	1	200209
SLOWR	US	KZKC	10	0860	L	3					HM					200209
SLT	US	KZOB	10	1070	L	3					HM	SLT	2	US	1	200209
SMATI	US	KHMN	20	1770	L	10				265	HM					200207
SMULA	US	KZAU	20	0730	L	3					HM					200209
SNAAK	US	KIWA	40	1790	R	3		12000	FL180	265	HM					200404
SOGAR	JA	RJTT	40	3330	R	4					HM	OJC	2	JA	1	200410
SOJUE	KS	RKSO	50	0880	R	5		05000		265	HM	OSN	2	KS	1	200404
SOKOE	HK	VHHH	50	2500	L	3		04500		220	HF					200509
SPICA	CA	CZYZ	20	2500	R	3					HM					200209
SPRAY	US	KZME	20	2600	L	3					HM					200209
SPRTN	US	KZOB	20	0960	L	3					HM					200209
SPRUZ	US	KZLC	10	0700	R	3					HM					200209
SPRUZ	US	KZLC	20	0700	R	3					HM					200209
SPUDS	US	KZNY	20	1330	R	3					HM					200209
SPY	NL	EHAA	50	2420	R	3		02000			HM	SPY	4	NL	1	200501
SPY	US	PAZA	20	1800	R	3					HM	SPY	7	US	1	200509
SQM	US	PAZA	10	3500	R	4					HM	SQM	5	US	1	200409
SQM	US	PAZA	12	3500	R	4					HM	SQM	5	US	1	200410
SQM	US	PAZA	20	3500	R	4					HM	SQM	5	US	1	200409
SQM	US	PAZA	23	3500	R	4					HM	SQM	5	US	1	200410
SQS	US	KZME	20	0760	L	5					HM	SQS	2	US	1	200513
SQWID	US	KZHU	20	0580	R	3					HM					200209
SQYRE	US	KWRB	50	3210	R	5		02000		265	HM					200412
STACO	US	KZLC	20	0690	R	5					HM					200509
STACO	US	KZLC	21	2510	R	7					HM					200511
STD	NL	EHAA	50	3370	R		1.0	02000			HA	STD	5	NL	1	200511
STEFE	US	KZDC	20	0530	R	3					HM					200209
STELA	US	KZBW	20	1490	R	3					HM					200209
STEVO	US	KZBW	20	2270	R	3					HM					200209
STEVY	US	KZDC	10	2700	L	3					HM					200209
STIKM	US	KZOA	40	1550	L	3					HM					200511
STN07	TH	VTSB	50	0470	R	5		03500		230	HM	STN	4	TH	1	200406
STUGE	US	KZJX	40	3150	R	3					HM					200402
STUKK	US	KZDC	10	0280	L	3					HM					200209
STV	US	KZHU	20	1650	R	3					HM	STV	2	US	1	200209
STW	US	KZNY	20	1250	R	3					HM	STW	4	US	1	200209
SUEEY	US	KZKC	20	2050	R	3					HM					200209
SUGAR	US	KZKC	20	2770	L	4					HM					200511
SUGOL	NL	EHAM	40	1140	R		1.0	FL70		250	HA	SPL	4	NL	1	200402
SUMMO	US	KZME	20	0410	R	3					HM					200209
SUNED	US	KZSE	20	2880	R	3					HM					200209
SUNNS	JA	RJTG	10	3270	R	20		FL390	FL430	265	HM					200309
SURVE	US	KZHU	20	2470	R	3					HM	DAS	2	US	1	200209
SWANS	US	PAZA	20	1970	R	3					HM	ENA	4	US	1	200402
SWIRL	US	KIWA	40	1710	L	3		12000	14000	175	HM					200404
SWIRL	US	KIWA	41	1710	L	3		10000	14000	230	HM					200404
SWOMP	US	KPBI	40	2350	L	3					HM					200511
SYLVR	US	KZDV	20	2180	R	3					HM	AKO	4	US	1	200209
TACKL	CA	CZYZ	20	3270	R	3					HM					200209
TAG14	KS	RKTN	50	0900	L	5		05000		210	HF	TAG	3	KS	1	200407
TAGER	US	PAAN	20	1420	R	3					HM					200402
TAMPO	US	KZSE	30	2500	R	3					HM					200408
TAPOP	JA	RJTG	10	3270	L	20		FL390	FL430	265	HM					200309
TAPPY	US	KZSE	20	2250	L	4					HM					200504
TAU	GM	EDDF	40	2280	R	3		05000			HM	TAU	2	GM	1	200402
TAY	US	KZJX	40	2750	R	3					HM	TAY	2	US	1	200412
TBN	CI	SCEZ	30	0820	L	3					HM	TBN	4	CI	1	200403
TBONE	US	PAEN	20	1860	R	3					HM					200411
TECCO	US	KZME	20	2200	L	3					HM	TX	5	US	1	200209
TEDDY	US	KZAU	20	1090	R	3					HM					200209
TEDRA	RO	LRBB	40	1670	R	3		10000			HM					200513
TEESY	US	KZOB	10	1020	R	3					HM					200209
TEEUP	US	KZME	20	2280	R	3					HM					200209
TEKSI	GM	EDMM	20	2620	R	3		06000			HM					200402
TEKSI	GM	EDMM	40	2620	R	3		06000			HM					200204
TEMAR	JA	RJTG	10	0010	L	20		FL390	FL430	265	HM					200309
TEMPL	US	KSEA	10	2570	R	3					HM					200209
TERDA	GM	EDDI	40	1610	L	3		04000			HM					200204
TERRI	US	KPHL	20	0150	R	3					HM					200209
TETAG	CA	CZEG	20	1490	R	3					HM					200208
TGO	GM	EDDU	40	0480	R	3		05000			HM	TGO	2	GM	1	200402
THURO	CA	CZUL	20	2790	L	3					HM					200209
TIGNA	US	KZTL	20	1080	R	3					HM					200209
TIGRR	US	KCVG	40	2310	L	3				230	HM					200511
TIK04	US	KTIK	50	1720	L	5				230	HM	TIK	3	US	1	200509
TIK68	US	KTIK	50	3540	R	3					HM					200509
TIK74	US	KTIK	50	3540	R	5				230	HM	TIK	3	US	1	200509
TILGO	GM	EDDM	40	0740	R	4		05000			HM					200402
TIMMY	US	KZTL	40	0480	R	3					HM					200206
TIMMY	US	KZTL	41	0510	R	7					HM					200507
TKA	US	PAZA	20	3290	R	3					HM	TKA	4	US	1	200209
TLD	SP	LECM	40	0780	R	3		FL210		250	HM	TLD	4	SP	1	200407
TLE	JA	RJTG	40	1960	L	3		08000	14000		HM	TLE	4	JA	1	200410
TNP	US	KZLA	20	2550	L	3					HM	TNP	2	US	1	200209
TOMAS	CS	MROC	50	0680	L	3		08000	18000		HM	TIO	4	CS	1	200402
TOMIE	US	KZOB	20	1830	L	3					HM					200209
TOMSN	US	KZDV	20	1260	R	3					HM	FQF	2	US	2	200209
TOPOS	JA	RJTG	10	2350	L	20		FL390	FL430	265	HM					200309
TORNN	US	KZFW	10	1540	R	11					HM					200507
TORNN	US	KZFW	40	1540	R	20					HM					200311
TORON	CA	CZEG	10	1740	L	6					HM					200208
TORON	CA	CZEG	20	1740	L	3					HM					200208
TORRY	US	KZJX	10	2700	R	3					HM					200209
TOZEK	US	KZLA	20	3280	R	3					HM					200404
TQA	US	KZFW	10	0740	R	3					HM	TQA	4	US	1	200602
TQA	US	KZFW	20	0740	R	3					HM	TQA	4	US	1	200209
TRAIT	US	KZBW	10	2320	R	3					HM					200209
TRALE	US	KZKC	20	3360	R	3					HM	SGF	2	US	1	200209
TRE	JA	RJOC	10	1950	R		1.5	FL150	FL600	240	HM	TRE	4	JA	1	200401
TREEL	CA	CZVR	20	1000	R	3					HM					200208
TRISH	US	KZDC	20	2250	R	3					HM					200209
TRO	FR	LFFF	40	3150	R	3					HM	TRO	1	FR	1	200405
TROCK	US	KZDC	20	2230	R	3					HM					200209
TRUSS	US	KZFW	20	2510	R	3					HM					200209
TTE	JA	RJTG	10	2530	R		1.5	FL150	FL600	240	HM	TTE	4	JA	1	200307
TUENT	SP	LESJ	40	1660	R	3					HM					200405
TUL	US	KZKC	20	1870	R	3					HM	TUL	2	US	1	200313
TULAR	US	KZOA	00	3200	L	10					HM					200404
TURLY	US	KZDV	20	2520	R	3					HM					200209
TUSET	RO	LRBB	40	1050	R	3		06000			HM					200513
TUVVO	US	PAAN	30	3180	R	3					HM					200602
TWIGI	US	PAZA	20	0800	R	3					HM					200411
TY	NZ	NZWN	60	1610	R	3					HM	TY	5	NZ	1	200406
TYONE	US	PAPA	20	0490	R	3					HM					200411
UBG	US	KZSE	20	0030	L	3					HM	UBG	4	US	1	200209
UBL07	TH	VTUU	50	2330	R	5		03000		230	HF					200404
UDN07	TH	VTUD	20	2970	R	4		02400		230	HF					200602
UFX	CA	CZUL	10	2170	R	6					HM	UFX	5	CA	1	200402
UFX	CA	CZUL	20	2170	R	3					HM	UFX	5	CA	1	200402
UIN	US	KZKC	40	1450	R	3					HM	UIN	2	US	1	200403
UMLOD	KZ	UAAA	30	0620	R	3					HM					200602
UNSAL	TU	LTBB	40	1740	R	3		08000			HM					200601
URNAS	SZ	LSAZ	20	1690	R		1.0	01400	FL160	230	HM					200509
VADAR	SZ	LSAG	20	2320	R	9		07000	FL230	230	HM					200509
VALPA	RO	LRBB	40	0340	R	3		05000			HM					200513
VALRE	US	KZBW	20	2030	R	3					HM					200209
VALSU	GM	EDDL	40	1800	R	10		05000			HM	DUS	4	GM	1	200504
VANTZ	US	KPDX	40	3430	R	3					HM					200507
VCN	US	KZIV	20	0460	L	3					HM	VCN	2	US	1	200209
VECKI	US	PHKO	00	1740	L	7					HM					200402
VEILS	US	KZHU	20	1410	L	3					HM					200209
VEL	US	KZLC	20	3220	R	3					HM	VEL	4	US	1	200209
VITEV	CA	CZVR	10	2170	L	6					HM	YVR	2	CA	1	200208
VITEV	CA	CZVR	20	2170	L	3					HM	YVR	2	CA	1	200208
VIVID	US	KZMP	10	0870	L	3					HM					200209
VLA	US	KZKC	40	2470	R	3					HM	VLA	2	US	1	200309
VLV	CA	CZUL	10	0430	L	3					HM	VLV	4	CA	1	200509
VLV	CA	CZUL	20	0430	L	3					HM	VLV	4	CA	1	200509
VOTAW	US	KZHU	20	2050	R	3					HM					200209
VRB	US	KZMA	40	1650	L	3					HM	VRB	2	US	1	200507
VTB	SP	LECM	40	0080	R	3		FL210			HM	VTB	4	SP	1	200407
VUCAN	CA	CZEG	10	3120	R	6					HM					200208
VUCAN	CA	CZEG	20	3120	R	3					HM					200208
VURAL	TU	LTBA	20	1750	L	3		03000			HM					200405
WAGER	US	KZOA	20	3170	R	3					HM					200209
WAGOR	US	KZAU	20	1080	R	3					HM					200511
WAKEM	US	KZOB	20	0770	R	3					HM					200209
WANDY	TH	VTSP	40	0800	R	5		02800			HM					200409
WAR	PL	EPRL	40	1190	L	3					HM	WAR	4	PL	1	200504
WASHO	US	KZFW	20	2250	L	3					HM					200209
WCO	UK	EGTT	40	1900	R	3			FL150		HM	WCO	5	UK	1	200406
WCO	UK	EGTT	41	1550	L	3		FL160			HM	WCO	5	UK	1	200406
WEALD	UK	EGWU	40	3030	R	3		07000			HM					200407
WEARD	US	KZNY	20	1990	R	3					HM					200209
WELDO	US	KZID	20	2170	R	3					HM					200209
WELLA	CA	CZYZ	20	0870	R	3					HM					200209
WELTS	US	KZKC	10	0320	L	3					HM					200209
WESTN	JA	RJTG	40	0600	R	8					HM	TLE	4	JA	1	200410
WEVER	US	KZMA	40	0680	R	3					HM					200508
WHINO	US	KZDC	20	0040	R	3					HM					200209
WHIRL	US	KZID	20	0540	R	3					HM					200209
WHYBE	US	KZBW	20	2680	R	3					HM					200209
WIDOW	US	PHZH	20	2650	R	3					HM					200209
WINOR	US	PAAN	20	1000	L	4					HM	MCG	2	US	1	200511
WINTS	US	KZOB	10	2760	R	3					HM					200209
WIPES	US	KZSE	20	2400	R	3					HM					200209
WISKE	US	KZOB	20	0510	L	3					HM					200209
WOCKY	US	KZID	20	3590	R	3					HM					200209
WOONS	US	KZBW	20	0600	L	3					HM					200209
WOOOD	US	KFCM	40	0710	L	3					HM					200509
WRB	GM	EDDV	20	0660	R	3		05000			HM	WRB	4	GM	1	200402
WRB	GM	EDDV	40	0660	R	3		05000			HM	WRB	4	GM	1	200204
WREST	US	KZAU	20	1710	R	3					HM					200406
WTMAN	CA	CZVR	20	1460	L	3					HM					200208
WYLDE	CA	CZEG	20	1040	R	3					HM					200208
WYNDS	US	KZJX	20	2860	R	3					HM	GN	5	US	1	200209
WYP	GM	EDDL	40	2620	L	3		03000			HM	WYP	1	GM	1	200402
XA	JA	RJTG	10	0600	R	13		FL150	FL600	175	HM	XA	5	JA	1	200307
XAC	JA	RJTG	10	0950	R	13		FL150	FL600	240	HM	XAC	2	JA	1	200307
XMC	JA	RJTG	10	0960	R		1.5	FL160	FL600	240	HM	XMC	2	JA	1	200309
YAA	TU	LTBB	40	3520	R	3		06000			HM	YAA	4	TU	1	200601
YALER	US	KZBW	20	2580	L	3					HM					200209
YESKA	US	PAAN	40	2640	R	3					HM					200602
YJN	CA	CZUL	20	1060	R	3		04000			HM	YJN	2	CA	1	200209
YMW	CA	CZUL	10	2890	L	3					HM	YMW	5	CA	1	200601
YMX	CA	CZUL	10	1090	L	3					HM	YMX	4	CA	1	200601
YMX	CA	CZUL	20	1090	L	3		04000			HM	YMX	4	CA	1	200601
YODAA	US	KZBW	10	1220	R	3					HM					200209
YONEK	US	PAZA	00	0660	L	3					HM					200402
YQB	CA	CZUL	10	0880	L	3					HM	YQB	2	CA	1	200509
YSC	CA	CZUL	10	2840	L	3					HM	YSC	2	CA	1	200509
YSO	CA	CZYZ	10	2270	R	6					HM	YSO	4	CA	3	200208
YSO	CA	CZYZ	20	2270	R	3					HM	YSO	4	CA	3	200208
YUBBA	US	KZOA	20	1490	R	3					HM					200209
YUL	CA	CZUL	20	0600	L	3					HM	YUL	4	CA	1	200209
YWT	CA	CZYZ	10	0780	L	3					HM	YWT	4	CA	2	200209
YWT	CA	CZYZ	20	0780	L	3					HM	YWT	4	CA	2	200313
ZATAD	US	PADQ	00	2490	R	4					HM					200301
ZENDA	US	KZKC	10	0460	R	3					HM					200409
ZENDA	US	KZKC	20	0460	R	3					HM					200409
ZIGGI	US	KZNY	20	0300	R	3					HM					200209
ZIPPS	US	PAZA	20	0120	R	3					HM					200411
ZOPOM	US	KZID	40	2160	L	3					HM					200511
ZUN	US	KZAB	10	2530	L	3					HM	ZUN	2	US	1	200209
ZYDCO	US	KZHU	10	1730	R	3					HM					200209
ZYDCO	US	KZHU	20	1730	R	3					HM					200209
