ARPT_IDENT	RMK_SEQ	REMARK	CYCLE_DATE
US40281	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 14, 32, 300-1	200403
US40345	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 02; Cross DER at or above 30' AGL/195 MSL.  Rwy 07; Cross DER at or above 34'AGL/223 MSL.  Rwy 16; Cross DER at or above 22' AGL/183 MSL.  Rwy 20; Cross DER	200601
US40345	2	at or above 35' AGL/193 MSL.  Rwy 25; Cross DER at or above 20' AGL/176 MSL.  Rwy 34; Cross DER at or above 10' AGL/177 MSL.    IFR ALTERNATE MINIMUMS  ILS Rwy16    ILS and LOC, Categories A, B, 900-2; Category C, 900-2 3/4 Category D, 90	200601
US40345	3	0-3.	200601
US40386	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:  Rwy 11, 29: NA.  Rwy16, 34:  turn left.  ALL AIRCRAFT climb direct DSD VORTAC; continue climb on R-171 within 10 NM, to cross DSD VORTAC at or above: DSD R-180 CW R-255 8000' or R	200301
US40386	2	-290 CW R-310 8000', all others 5000'.    ALTERNATE MINIMUMS NA:  VOR/DME or GPSRWY 16  RNAV (GPS) RWY 16	200301
US40403	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 9, 27; 800-2 or standard with minimum climb of 300 ft/nm to 900.  Rwys 9, 12,27, 30;  climb runway heading to 2100 before proceeding on course.    IFR ALTER	200602
US40403	2	NATE MINIMUMS:  ILS or LOC Rwy 30 (1)  NDB Rwy 12 (2)    NA when control tower closed  NA when local weather not available  (1) ILS, Cat A, B, C 800-2.  Cat D, 800-2 1/2.  LOC Cat D, 800-2 1/2.  (2) Cat D, 800-2 1/2    ALTERNATE MINIMUMS NA	200602
US40403	3	:  GPS RW12  GPS RW30	200602
US40458	1	TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    IFR ALTERNATE MINIMUMS:VOR/DME-A    NA when local weather not available	200601
US40596	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 12 climb runway heading to 1500 before turning on course.	200602
US40614	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    IFR ALTERNATE MINIMUMS:  ILS Rwy 5  NDB or GPS Rwy 5  VOR or GPS Rwy 9  VOR or GPS Rwy 27 (1)    NAwhen control tower closed.  (1) Categories A,B, 900-2; Category C, 900-2 1/2;	200601
US40614	2	Category D, 900-2 3/4.	200601
US40718	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    IFR ALTERNATE MINIMUMS:  ILS or LOC Rwy 14  LOC Rwy 05    Category E, 900-3.	200601
US40776	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:    TAKEOFF MINIMUMS: EYAKS DEPARTURE:  Rwy 09, 27 - standard. Do not exceed 210 knots until established on 200  bearing from GCR NDB.  CASEL DEPARTURE:  Rwy 09, 27 - standard. Do n	200507
US40776	2	ot exceed 210 knots until established on 130  bearing from GCR NDB.    DEPARTUREPROCEDURE:  Comply with published SIDS, or;  Rwy 9, climb to assigned altitude via I-CDV east course to Forat Int, thence via assigned route/ or climbing right	200507
US40776	3	turn to intercept and track outbound on the 195  bearing from GCR NDB, thence...  Rwy 27, climbing left turn as soon as practical to intercept and track outbund on the 195  bearing from GCR NDB, thence...     ...Intercept V319/A1 at MEA, a	200507
US40776	4	nd proceed on course.    TAKEOFF OBSTACLES:  Rwy 09: Multiple trees and bushes beginning 149' from DER, 150' right of centerline, up to 27 AGL/119 MSL. Multipletrees, bushes and poles beginning 197' from DER, 106' left of centerline, up to	200507
US40776	5	27 AGL/130 MSL.  Rwy 27: Multiple poles and bushes beginning 162' from DER, 261' right of centerline, up to 27 AGL/53 MSL. Multiple trees beginning 69' from DER, 431' left of centerline, up to 27 AGL/48 MSL.    ALTERNATE MINIMUMS NA:  RNAV	200507
US40776	6	(GPS)-B	200507
US40831	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:    TAKEOFF MINIMUMS: Rwy 25, 32, 300-1  Rwy 25, climb straight ahead to 1600 before proceeding on course. Rwy 32, climbing right turn via hdg 045  to 1600 before proceeding on cour	200402
US40831	2	se.    ALTERNATE MINIMUMS NA:  VOR or GPS RWY 07  VOR RWY 25	200402
US40893	1	ALTERNATE MINIMUMS NA:  NDB or GPS RWY 02  RNAV (GPS) RWY 05  RNAV (GPS) RWY 14 RNAV (GPS) RWY 23  RNAV (GPS) RWY 32	200301
US40974	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwys 13, 31,  300-1.    Runway 31, climb runway heading to 1400 before turning. IFR ALTERNATE MINIMUMS:  ILS Rwy 23 (1)  VOR or TACAN Rwy 5 (2)  VOR or TACAN	200601
US40974	2	or GPS Rwy 23 (2)  VOR or TACAN or GPS Rwy 31 (2)    (1) NA when control tower closed  (2) NA when control tower closed except for operators with approved weather reporting service.    ALTERNATE MINIMUMS NA:  NDB Rwy 23	200601
US40989	1	ALTERNATE MINIMUMS NA:  NDB or GPS RWY 05	200213
US41101	1	IFR TAKE-OFF AND (OBSTACLE) DEPARTURE PROCEDURE  Rwy 17, climbing right turn. Rwy 35, climbing left turn.   All aircraft climb via IDA VOR/DME R-015 TO RIGBY INT to MEA for route of flight before proceeding on course.    TAKE-OFF OBSTACLE	200303
US41101	2	S  Rwy 17- 100' AGL trees 125' from departure end of rwy, 350' left of centerline. RWY 35: 100' AGL trees 350' from departure end of rwy, 450' right of centerline. 100' AGL trees 750' from departure end of rwy, 500' left of centerline.	200303
US41201	1	ALTERNATE MINIMUMS:  ILS Rwy 12 (1)(2)  LOC BC Rwy 30 (1)(2)  VOR/DME Rwy 34 (1)VOR Rwy 12 (1)  (1) CAT E, 900-2 3/4.  (2) NA when control tower closed.    ALTERNATE MINIMUMS NA:  GPS RWY 12  GPS RWY 16  GPS RWY 30  GPS RWY 34	200603
US41239	1	ALTERNATE MINIMUMS NA:  NDB or GPS-A  VOR-B	200213
US41347	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 09 climb rwy heading to 1300 before turning left.    IFR ALTERNATE MINIMUMS: ILS Rwy 09 (1)  ILS Rwy 27 (1)    (1) NA when tower closed.	200509
US41361	1	TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS  Rwy 22, 31 standard.  Rwy 13, 300-1 1/4 or standard with minimum climb of 341 feet per NM to 400.  Rwy 4, NA - Restricted airspace.    DEPARTURE PROCEDURE  Rwy 31: C	200412
US41361	2	limbing right turn via heading 320 to 2300 before proceeding Northwestbound. TAKEOFF OBSTACLE NOTES  Rwy 13: Trees 761 feet from DER, 33 feet AGL/55 Feet MSL. Stack 6235 feet from DER, 855 feet right of centerline, 275 feet AGL/287 feet	200412
US41361	3	MSL. Rwy 22: Trees 578 feet from DER, 63 feet AGL/86 feet MSL. Rwy 31: Trees 1399 feet from DER, 60 feet AGL/84 feet MSL.	200412
US41373	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 3, 500-2*  Rwy 8, 300-1**  Rwy 21, 500-1***  Rwy 26, 400-1  *Or standard withminimum climb of 440/NM to 900.  **Or standard with minimum climb of 230/NM to	200603
US41373	2	600.  ***Or standard with minimum climb of 210/NM to 800.  +Or standard with minimum climb of 270/NM to 900.  Rwy 3, climb rwy heading to 2100 before proceedingon course. Rwy 8, 21, 26, climb rwy heading to 1000 before proceeding on course	200603
US41373	3	.        IFR ALTERNATE MINIMUMS NA:  ILS RWY 03   RNAV (GPS) RW08  RNAV (GPS) RW21  RNAV (GPS) RW26	200603
US41503	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    IFR ALTERNATE MINIMUMS:  ILS Rwy 23    NA between 2000-0630 local time.   ILS, Category D, 700-2.	200601
US41581	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 18, climb runway heading to 1100 before turning right.  Rwy 27, climb runway heading to 1200 before turning left.  Rwys 09 and 36, climb runway heading to 50	200601
US41581	2	0 before turning.    IFR ALTERNATE MINIMUMS  ILS or LOC Rwy 09(1)(2)  ILS Rwy 36(3)  VORDME or TACAN RW18 (4)  VORDME or TACAN RW36 (4)   VORDME-A (4)  RNAV (GPS) Rwy 09(5)  RNAV (GPS) Rwy 18(5)  RNAV (GPS) Rwy 27(5)  RNAV (GPS) Rwy 36(5)	200601
US41581	3	(1)NA when control tower closed.  (2)ILS, Category D, 700-2.  (3)ILS, GS unmonitored when control tower closed. CAT D, 700-2.  (4)Category E, 800-2 3/4.  (5)NA when local weather not available.	200601
US41650	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:  Diverse departures not authorized.  Use radar vectors or published Departure Procedures (DP) for obstacle avoidance.	200312
US41926	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 10, 28 NA  Rwy 31, 800-3, or standard with min climb 290/NM to 1100.	200402
US42072	1	ALTERNATE MINIMUMS NA:  GPS RWY 35L	200213
US42171	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:    TAKE-OFF MINIMUMS:Rwy 3; Standard with a minimum climb of 467 FT/NM to 1800, or 1300-3 for climb in visual conditions.    DEPARTURE PROCEDURE:    Rwy 3; Climbing right turn di	200509
US42171	2	rect Nome VOR/DME, thence ... or climb in visual conditions to cross Nome airport at or above 1200 before proceeding on course.  Rwy 10; Climb via heading 096 to 1200 thence ...  Rwys 21, 28; Turn left direct Nome (OME) VOR/DME/Fort Davis (	200509
US42171	3	FDV) NDB,   thence ...  Departures Northeast CW through Westbound (040 CW 260), climb on course. Departures West through Northeast bound (260 CW 040), climb Southbound on OME R-138 or 145 bearing from FDV NDB to 2200 then turn right via dir	200509
US42171	4	ect Nome (OME) VOR/DME/Fort Davis (FDV) NDB. Continue climb on course.    TAKEOFF OBSTACLE NOTES:  Rwy 3; Bush 112 feet from DER, 250 feet left of centerline, 58 feet AGL/58 feet MSL. Bush 15 feet from DER, 315 feet right of centerline, 50	200509
US42171	5	feet AGL/53 feet MSL. Bush 294 feet from DER, 445 feet right of centerline, 50 feet AGL/57 feet MSL. Pole 2116 feet from DER, 313 feet left of centerline, 90 feet AGL/100 feet MSL. Pole 1656 feet from DER, 234 feet right of centerline, 78 f	200509
US42171	6	eet AGL/88 feet MSL. Bush 147 feet from DER, 135 feet left of centerline, 40 feet AGL/49 feet MSL. Bush 81 feet from DER, 203 feet right of centerline, 40 feet AGL/47 feet MSL. Bush 283 feet from DER, 72 feet right of centerline, 40 feet AG	200509
US42171	7	L/48 feet MSL. Pole 2415 from DER, 495 feet left of centerline, 90 feet AGL/101 feet MSL. AAO 5.84 NM from DER, 3268 feet right of centerline, 200 feet AGL/1352feet MSL.  Rwy 10; Pole 1754 feet from DER, 924 feet left of centerline, 83 fee	200509
US42171	8	t AGL/93 feet MSL. OL on pole 1873 feet from DER, 612 feet left of centerline, 50 feet AGL/86 feet MSL. OL pole 419 feet from DER, 470 feet right of centerline,28 feet AGL/48 feet MSL. Antenna on build 1075 feet from DER, 742 feet left of	200509
US42171	9	centerline, 33 feet AGL/63 feet MSL. BLDG 1101 feet from DER, 759 feet left of centerline, 27 feet AGL/63 feet MSL. Antenna on build 766 feet from DER, 588 feetright of centerline, 30 feet AGL/54 feet MSL. Truck on road 2 feet from DER, 50	200509
US42171	10	0 feet right of centerline, 15 feet AGL/30 feet MSL. OL on pole 1729 feet from DER, 595 feet left of centerline, 50 feet AGL/71 feet MSL. Truck on road 209 feetfrom DER, 79 feet right of centerline, 15 feet AGL/30 feet MSL. Pole 1744 feet	200509
US42171	11	from DER, 569 feet left of centerline, 43 feet AGL/68 feet MSL   Rwy 20; Truck on road 549 feet from DER, 249 feet right of centerline, 35 feet AGL/50 feet MSL.Road 625 feet from DER, 12 feet left of centerline, 32 feet AGL/47 feet MSL. Bu	200509
US42171	12	sh 803 feet from DER, 412 feet left of centerline, 8 feet AGL/50 feet MSL. Pole 1549 feet from DER, 471 feet left of centerline, 52 feet AGL/62 feet MSL. Pole 1594 feet from DER, 506 feet left of centerline, 52 feet AGL/62 feet MSL. Pole 16	200509
US42171	13	21 feet from DER, 342 feet left of centerline, 52 feet AGL/62 feet MSL. Ground 839 feet from DER, 388 feet right of centerline, 0 feet AGL/40 feet MSL. Pole 1756 from DER, 85 feet left of centerline, 52 feet AGL/62 feet MSL. Ground 945 feet	200509
US42171	14	from DER, 344 feet left of centerline, 0 feet AGL/37 feet MSL.  Rwy 28; Pole 101 feet from DER, 520 feet left of centerline, 36 feet AGL/72 feet MSL. Pole 129 feet from DER, 521 feet left of centerline, 62 feet AGL/72 feet MSL. BLDG 422 fe	200509
US42171	15	et from DER, 528 feet left of centerline, 32 feet AGL/57 feet MSL. Ground 906 feet from DER, 436 feet left of centerline, 0 feet AGL/60 feet MSL. Ground 374 feet from DER, 476 feet left of centerline, 0 feet AGL/36 feet MSL. Antenna on buil	200509
US42171	16	d 1335 feet from DER, 203 feet left of centerline, 31 feet AGL/51 feet MSL.    IFR ALTERNATE MINIMUMS:  LOC/DME BC Rwy 10  NDB/DME Rwy 3  NDB-A  VOR/DME Rwy 10 VOR Rwy 28  RNAV (GPS) RW03  RNAV (GPS) RW10  RNAV (GPS) RW28;    Category D, 8	200509
US42171	17	00-2 1/4.	200509
US42325	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:  Rwy 33: Cross departure end of Rwy 33 at or above 35' AGL/90' MSL.  Rwy 15: Climbing left turn direct BTG VORTAC.  Rwy 33: Climbing right turn direct BTG VORTAC. Aircraft departing	200601
US42325	2	BTG R-160 CW   R-329 climbing left turn on course. All others climb in BTG VORTAC holding pattern (NW, RT, 149  inbound) to cross BTG VORTAC at or above MEA/MCA for direction of flight.  TAKE-OFF OBSTACLES: Rwy 15: 158' MSL tree 470' from	200601
US42325	3	departure end of Rwy, 499' right of centerline. Rwy 33: 130' MSL tree 613' from departure end of Rwy, 414' right of centerline; 142' MSL trees 1343' from departure end of Rwy, 348' right of centerline.    IFR ALTERNATE MINIMUMS:  VOR/DME or	200601
US42325	4	GPS-A  Category B, 900-2; Category C, 1000-2 3/4; Category D, 1300-3.    ALTERNATE MINIMUMS NA:  NDB or GPS-A	200601
US42382	1	ALTERNATE MINIMUMS NA:  VOR or GPS-A	200213
US42424	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS: Rwy 09, 400-1*  *Or standard with minimum climb of 380/NM to 300.  Rwy 04, 65' AGL tree 237' from departure end of rwy, 490' right of centerline.  Rwy 17R, 74'	200601
US42424	2	AGL tower 1554' from departure end of rwy, 485' right of centerline.   Rwy 27, 87' AGL antenna 1909' from departure end of rwy, 871' left of centerline     IFR ALTERNATE MINIMUMS  ILS Rwy 17L    Category E, 1000-3.	200601
US42451	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 4, 13, 31, Standard  Rwy 22, 300-1 or standard with minimum climb of 275/NM to 1700.    TAKEOFF OBSTACLES:  Rwr 22: Tank 2962' fron DER, 1068' left of center	200403
US42451	2	line, 150' AGL/1630' MSL.    ALTERNATE MINIMUMS NA:  NDB RWY 31  ILS RWY 31  LOC/DME BC RWY 13	200403
US42670	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:  Rwy 03, standard with minimum climb of 320'/NM to 5800'.   Rwy 21, standard with minimum climb of 330'/NM to 5400'.  Rwy 03, turn left, Rwy 21 turn right climb to 6700' via OAB R-2	200404
US42670	2	93, then climbing right turn direct OAB VOR/DME. Climb in OAB VOR/DME holding pattern (hold W, LT, 113  inbound) to 10,000' then proceed on crs.    TAKEOFF OBSTACLE NOTES:  RWY 3: Tree 4383 feet from DER, 1507 feet right of centerline 50 fe	200404
US42670	3	et AGL/4729 feet MSL, road 1749 feet from DER, 905 feet left of centerline 15 feet AGL/4635 feet MSL, tree 3914 feet from DER, 1166 feet right of centerline 50 feet AGL/4690 feet MSL, tree 1.2NM from DER, 400 feet right of centerline 50 fee	200404
US42670	4	t AGL/4758 feet MSL.  RWY 21: Pole 2026 feet from DER, 78 feet right of centerline 80 feet AGL/4625 feet MSL, pole 2061 feet from DER, 40 feet right of centerline 80 feet AGL/4625 feet MSL, pole 2095 feet from DER, 857 feet right of centerl	200404
US42670	5	ine 80 feet AGL/4623 feet MSL, pole 1980 feet from DER, 344 feet right of centerline 80 feet AGL/4602 feet MSL.    ALTERNATE MINIMUMS NA:  VOR or GPS-A  RNAV(GPS) RWY 03	200404
US42748	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 32, 300-1  Rwy 03, 14, 21, climb rwy hdg to 1100 before turning on course. IFR ALTERNATE MINIMUMS;  RNAV (GPS) RW32; NA  ILS RW 03; NA	200502
US42913	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKE-OFF MINIMUMS: Rwy 1, 14, 19, 32 STANDARD    TAKEOFF OBSTACLE NOTES:  NOTE: Rwy 01,  multiple trees 788 ft to 2550 ft from DER, 11 ft to 734 ft left and right of centerline, u	200511
US42913	2	p to 96 ft AGL/314 ft MSL.  Tower 456 ft from DER, 387 ft right of centerline, 45 ft AGL/275 ft MSL.  Antenna 386 ft from DER, 404 ft right of centerline, 31 ftAGL/258 ft MSL.   NOTE: Rwy 14, multiple trees 1480 ft to 2154 ft from DER, 80	200511
US42913	3	ft to 692 ft left and right of centerline, up to 89 ft  AGL/306 ft MSL.  Antenna400 ft from DER, 266 ft right of centerline, 25 ft AGL/255' MSL. NOTE: Rwy 19, multiple trees 17 ft to 2881 ft from DER, 156 ft to 775 ft left and right of cen	200511
US42913	4	terline, up to 88 ft AGL/315 ft MSL. NOTE: Rwy 32, multiple trees 2448 ft to 3057 ft from DER, 47 ft to 990 ft left and right of centerline, up to 117 ft AGL/337 ft MSL.  Road 601 ft from DER, 550 ft left of centerline, 20 ft AGL/257 ft MSL	200511
US42913	5	, pole 1410 ft from DER, 457 ft left of centerline, 35 ft AGL/268 ft MSL.    ALTERNATE MINIMUMS NA:   RNAV (GPS) 32	200511
US42948	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 18, 36, 300-1  Rwys 09, 18, 27, 36 climb to 1100 on rwy hdg before turning.	200403
US42953	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF OBSTACLES: Rwy 10, 972' MSL pole, 335' from departure end of rwy, 477' right of centerline.Rwy 16, 989' MSL tree 1016' from departure end of rwy, 542' left of centerline	200403
US42953	2	.    ALTERNATE MINIMUMS NA:  RNAV (GPS) RWY 03  RNAV (GPS) RWY 16  RNAV (GPS) RWY 21  RNAV (GPS) RWY 34  VOR/DME RWY 03  NDB-A	200403
US42987	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    ALTERNATE MINIMUMS NA:  RNAV (GPS) Rwy 04   RNAV (GPS) Rwy 22	200501
US43003	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 08, 09, 14, 400-1*  Rwy 32, 700-3*  Rwy 26, 27, 500-1**  *Or standard with minimum climb of 290/NM to 1600.  **Or standard with minimum climb of 260/NM to 13	200601
US43003	2	00.  Rwy 08, 09 left turn, climb on 060  hdg to 3100 before proceeding on course.  Rwy 14, climb rwy hdg to 1400 at minimum climb of 220/NM before proceeding oncourse.  Rwy 26, 27, 32 climb rwy hdg to 1400 before turning. Departure procedu	200601
US43003	3	res not required for aircraft with minimum climb of 300/NM to 3100 or when weather  is 1300-2 or better.    IFR ALTERNATE MINIMUMS:  ILS Rwy 08 (1)(2)  NDB or GPS Rwy 08 (3)    (1) ILS, NA when control tower closed.  (2) ILS, categories A,	200601
US43003	4	B, 800-2. Category C, 800-2 1/4, Category D, 800-2 1/2. LOC, Category C, 800-2 1/4, Category D, 800-2 1/2.  (3) Category C, 800-2 1/4, Category D, 800-2 1/2.	200601
US43142	1	TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    ALTERNATE MINIMUMS NA: RNAV (GPS) RW12R  RNAV (GPS) RWY 30L	200507
US43263	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 05, climb rwy hdg to 1600 before turning left.  Rwy 23, climb rwy hdg to 800 before turning.	200403
US43397	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 22, 500-1*  Rwy 25, 28, 300-1  *  Or standard with minimum climb of 220/NM to1100.  Rwy 04, climb rwy hdg to 1200 before turning.    IFR ALTERNATE MINIMUMS	200601
US43397	2	ILS or LOC Rwy 04 (1)  ILS or LOC Rwy 22 (1)  ILS or LOC Rwy 28 (2)    (1) ILS Category D, 700-2 1/4, LOC Category D, 800-2 1/4  (2) ILS Categories A, B, C, 800-2; Category D, 800-2 1/4, LOC Category D, 800-2 1/4    ALTERNATE MINIMUMS NA;	200601
US43397	3	RNAV (GPS) RW22	200601
US43591	1	IFR TAKE-OFF MINIMUMS:  Rwy 05 Cat A, B, 1700-2 or standard with minimum climb of 230'/NM to 4000'. Cat C, D, 2600-2 or standard with minimum climb of 320'/NM to 5400'.    IFR DEPARTURE PROCEDURE:  Rwys 01, 05, turn left via COE R-005 to 54	200601
US43591	2	00', reverse course, continue climb direct COE VOR. Rwy 19 turn right; Rwy 23 turn left. Climb via COE R-232 to 5000', reverse course, continue to climb direct COE VOR.    IFR ALTERNATE MINIMUMS:  NDB or GPS Rwy 5 (1)   VOR or GPS-A (2)  (1	200601
US43591	3	) - Category C, 1200-3; Category D, 1800-3.  (2) - Category D, 1700-3.	200601
US43728	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:  Diverse Departures not authorized.	200503
US43744	1	ALTERNATE MINIMUMS:  ILS Rwy 12; DME required. ILS, Cat D, 700-2.  LOC BC Rwy 30; NA when control tower closed.    ALTERNATE MINIMUMS NA:  NDB RWY 12  VOR RWY 18  VOR RWY 24  VOR RWY 36  RNAV (GPS) RWY 06  RNAV (GPS) RWY 18  RNAV (GPS) RWY	200301
US43744	2	24  RNAV (GPS) RWY 36	200301
US43828	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 1, 300-1.  Rwy 14 southeastbound departures, climbing left turn to heading 070  intercept DLL VORTAC R-090, climb to 3200 before proceeding SE bound.  Rwy 19	200403
US43828	2	, 32 southeastbound departures (090  CW 180 ) climb on runway heading to 3200 before proceeding on course.	200403
US43836	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:    TAKEOFF MINIMUMS: Rwy 05, 800-1; or standard with minimum climb of 230/NM to 2500.  Rwy 09, 600-2;  Rwy 23, 600-1; or standard with minimum climb of 240/NM to 2300.  Rwy 05 and	200601
US43836	2	09, climb to 2500 via SLK R-080, then climbing left turn direct SLK VOR so as tocross SLK VOR 3000 or above before proceeding on course.  Rwy 23, climbing right turn to 4000 via heading 250  before proceeding on course. Rwy 27, climb rwy h	200601
US43836	3	dg to 2300 before proceeding on course.    IFR  ALTERNATE MINIMUMS:  VOR or GPS Rwy 9;     Categories A,B, 1400-2; Categories C,D, 1400-3.    ALTERNATE MINIMUMSNA:  ILS RWY 23  RNAV (GPS) RWY 05	200601
US43849	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:  Rwy 04, 800-2; or standard with minimum climb of 340'/NM to 900'.  Rwy 13, 800-2; or standard with minimum climb of 460'/NM to 400'.  Rwy 16, 800-2; or standard with minimum climb	200601
US43849	2	of 260'/NM to 900'.  Rwy 31, 300-2; or standard with minimum climb of 240'/NM to400'.  Rwy 04, 31, 34, turn left. Rwy 13, 16, 22 turn right. All aircraft climbvia OTH VORTAC R-250 to 1300' then climbing right turn direct OTH VORTAC (NOTE:	200601
US43849	3	140' ship 1/4 NM from departure end of Rwys 31, 34.)    IFR ALTERNATE MINIMUMS ILS Rwy 04 (1)  NDB or GPS Rwy 04 (2)  VOR or GPS-A (3)  VOR/DME or GPS-B (4) VOR/DME Rwy 04 (4)  (1) Categories A,B, 800-2; Category C, 900-2 1/4; Category D	200601
US43849	4	, 1000-3. LOC, Category C, 900-2 1/4; Category D, 1000-3.  (2) Category C, 900-21/4; Category D, 1000-3.  (3) Categories A,B, 1100-2; Categories C,D, 1100-3. (4) Categories C,D, 1000-3.    ALTERNATE MINIMUMS NA  RNAV (GPS) RWY 16  RNAV (G	200601
US43849	5	PS) RWY 34	200601
US43861	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    Rwy 7, 1000-2*  Rwy25, 600-2**  *Or standard with minimum climb of 310/NM to 1700.  **Or standard with minimum climb of 280/NM to 1200.   Rwy 7 climbing left turn, Rwy 25 climbin	200402
US43861	2	g right turn. All aircraft contingue climb direct PDZ VORTAC. Aircraft departingPDZ R-091 CW R-140 and R-231 CW R-280 climb on course. All others continue climb in PDZ VORTAC holding pattern (NE, RT, 210 inbound) to cross PDZ VORTAC at or	200402
US43861	3	above, R-141 CW R-230 4000; R-281 CW R-090 6700.	200402
US44160	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF OBSTACLES: Rwy 03, tree 3421' from DER, 856' right of centerline, 42 AGL/780 MSL.  Rwy 16,tree 4118' from DER, 378' left of centerline, 84 AGL/789 MSL.  Rwy 21, tree 214	200501
US44160	2	0' from DER, 803' left of centerline, 40 AGL/728 MSL.  Rwy 34, tree 3460' from DER, 2' right of centerline, 58' AGL/812 MSL.	200501
US44198	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTUREPROCEDURES    TAKEOFF MINIMUMS:  All Rwys STANDARD.    IFR ALTERNATE MINIMUMS:  ILS or LOC Rwy 16L  ILS or LOC Rwy34R  ILS, Category D, 700-2; Category E, 700-2 1/4.  LOC, Category E, 800-2 1/4	200603
US44198	2	.    ALTERNATE MINIMUMS NA:  RNAV (GPS) Rwy 16L, NA  RNAV (GPS) Rwy 34R, NA	200603
US44238	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:    TAKEOFF MINIMUMS: Rwy 01, 300-1, or standard with a minimum climb of 250'/NM to 300'.    Rwy 06, 300-2, or standard with a minimum climb of 230'/NM to 400'.  Rwy 19, 700-2, or s	200601
